date,off_impact,on_impact,weekend_impact,building_name
2024-05-28,83.58362183614932,16.416378163850702,,DU_1
2024-05-29,59.45495129786183,40.54504870213815,,DU_1
2024-05-30,59.89277822720902,40.10722177279098,,DU_1
2024-05-31,59.10753427531951,40.89246572468049,,DU_1
2024-06-01,88.46424828399894,11.535751716001096,11.535751716001096,DU_1
2024-06-02,51.51457082120439,48.48542917879561,48.48542917879561,DU_1
2024-06-03,82.029792935237,17.970207064763,,DU_1
2024-06-04,70.32938751758486,29.670612482415155,,DU_1
2024-06-05,78.83498701838543,21.165012981614563,,DU_1
2024-06-06,63.431103854174886,36.56889614582511,,DU_1
2024-06-08,68.1285160949505,31.87148390504951,31.87148390504951,DU_1
2024-06-09,72.41032525203065,27.58967474796935,27.58967474796935,DU_1
2024-06-10,72.22580662416448,27.774193375835527,,DU_1
2024-06-11,71.85291459909389,28.147085400906114,,DU_1
2024-06-12,39.199473891954,60.80052610804601,,DU_1
2024-06-13,70.73349280225953,29.266507197740466,,DU_1
2024-06-14,86.74333879935347,13.256661200646535,,DU_1
2024-06-15,70.31988353159016,29.68011646840984,29.68011646840984,DU_1
2024-06-16,62.511720691102305,37.488279308897695,37.488279308897695,DU_1
2024-06-17,62.984092410048994,37.015907589951,,DU_1
2024-06-18,81.17901080455584,18.82098919544413,,DU_1
2024-06-20,70.00675549270626,29.993244507293724,,DU_1
2024-06-21,73.96276903065888,26.037230969341124,,DU_1
2024-06-22,65.60895712964539,34.39104287035461,34.39104287035461,DU_1
2024-06-23,51.13623495115925,48.863765048840754,48.863765048840754,DU_1
2024-06-25,80.57818017136229,19.421819828637723,,DU_1
2024-06-26,88.74284172217803,11.257158277821983,,DU_1
2024-06-27,72.57048775941517,27.429512240584813,,DU_1
2024-06-28,82.19437550050887,17.80562449949113,,DU_1
2024-06-29,36.686698470583515,63.31330152941648,63.31330152941648,DU_1
2024-06-30,45.941070114026786,54.05892988597321,54.05892988597321,DU_1
2024-07-01,64.91127249468404,35.088727505315966,,DU_1
2024-07-02,74.74030710101633,25.259692898983666,,DU_1
2024-07-03,84.5984079837181,15.401592016281896,,DU_1
2024-07-04,87.36851101688373,12.631488983116268,,DU_1
2024-07-07,23.91395650986972,76.08604349013028,76.08604349013028,DU_1
2024-07-08,18.982396567677124,81.01760343232287,,DU_1
2024-07-09,21.898260914508988,78.10173908549103,,DU_1
2024-07-10,19.653114909768345,80.34688509023164,,DU_1
2024-07-11,24.610382244714195,75.38961775528581,,DU_1
2024-07-12,27.56716046914345,72.43283953085654,,DU_1
2024-07-14,21.608664126380706,78.39133587361928,78.39133587361928,DU_1
2024-07-15,15.740370308447666,84.25962969155233,,DU_1
2024-07-16,20.59595962790285,79.40404037209716,,DU_1
2024-07-17,9.014829632951894,90.98517036704811,,DU_1
2024-07-18,0.0,100.0,,DU_1
2024-07-20,17.73426913610796,82.26573086389205,82.26573086389205,DU_1
2024-07-21,14.526965948324733,85.47303405167528,85.47303405167528,DU_1
2024-09-05,11.191903458820466,88.80809654117952,,DU_1
2024-09-06,24.94021117532652,75.05978882467348,,DU_1
2024-09-07,26.75990177469319,73.24009822530681,73.24009822530681,DU_1
2024-09-09,23.85934783972993,76.14065216027008,,DU_1
2024-09-10,32.67185424979812,67.32814575020188,,DU_1
2024-09-11,10.431021665913342,89.56897833408665,,DU_1
2024-09-12,18.481933114132307,81.51806688586767,,DU_1
2024-09-13,24.791072371157814,75.20892762884219,,DU_1
2024-09-14,25.921587301844827,74.07841269815516,74.07841269815516,DU_1
2024-09-15,16.510823669536208,83.4891763304638,83.4891763304638,DU_1
2024-09-16,20.277067788342258,79.72293221165774,,DU_1
2024-09-17,35.97720975297645,64.02279024702355,,DU_1
2024-09-18,34.89548965785307,65.10451034214692,,DU_1
2024-09-19,38.44330015320645,61.55669984679355,,DU_1
2024-09-20,39.44655819997715,60.553441800022846,,DU_1
2024-09-21,58.550179912864984,41.44982008713501,41.44982008713501,DU_1
2024-09-22,31.387239641736663,68.61276035826333,68.61276035826333,DU_1
2024-09-23,22.710388763238733,77.28961123676126,,DU_1
2024-09-24,25.643665159541584,74.35633484045842,,DU_1
2024-09-25,19.179029319940252,80.82097068005973,,DU_1
2024-09-26,34.55535228267889,65.44464771732112,,DU_1
2024-09-27,18.701215828456156,81.29878417154384,,DU_1
2024-09-28,43.599499900018444,56.400500099981556,56.400500099981556,DU_1
2024-09-29,43.39081921184286,56.60918078815713,56.60918078815713,DU_1
2024-09-30,44.8357282348597,55.16427176514029,,DU_1
2024-10-01,31.51561857280386,68.48438142719615,,DU_1
2024-10-02,32.772298924489775,67.22770107551023,,DU_1
2024-10-03,35.65881142399892,64.34118857600107,,DU_1
2024-10-04,24.472236474646554,75.52776352535345,,DU_1
2024-10-05,43.018109452531185,56.98189054746883,56.98189054746883,DU_1
2024-10-06,47.52575036025225,52.47424963974774,52.47424963974774,DU_1
2024-10-07,70.1385611581627,29.861438841837302,,DU_1
2024-10-08,55.15102556796493,44.84897443203507,,DU_1
2024-10-09,34.56866364182777,65.43133635817223,,DU_1
2024-10-10,57.14753054909967,42.852469450900315,,DU_1
2024-10-11,41.88890711620453,58.11109288379548,,DU_1
2024-10-12,43.56718852684171,56.43281147315828,56.43281147315828,DU_1
2024-10-14,37.56154243018916,62.43845756981086,,DU_1
2024-02-20,31.703890803467516,68.29610919653247,,DU_2
2024-02-21,47.82919846912063,52.17080153087937,,DU_2
2024-02-23,34.83695525094961,65.16304474905039,,DU_2
2024-02-24,33.98142056179548,66.01857943820451,66.01857943820451,DU_2
2024-02-25,41.982663308892256,58.01733669110774,58.01733669110774,DU_2
2024-02-26,38.27467741573261,61.725322584267396,,DU_2
2024-02-27,27.181688381264173,72.81831161873585,,DU_2
2024-02-28,39.695221934883875,60.30477806511614,,DU_2
2024-02-29,37.85521033226983,62.14478966773016,,DU_2
2024-03-01,44.55000125844683,55.449998741553166,,DU_2
2024-03-02,34.94274140728443,65.05725859271557,65.05725859271557,DU_2
2024-03-03,40.25703882700364,59.74296117299637,59.74296117299637,DU_2
2024-03-04,43.087498945296275,56.912501054703725,,DU_2
2024-03-05,47.44326837312761,52.55673162687239,,DU_2
2024-03-06,51.25103282514206,48.74896717485793,,DU_2
2024-03-07,42.384143281671385,57.615856718328615,,DU_2
2024-03-08,42.151697679908196,57.848302320091804,,DU_2
2024-03-09,27.312610013034426,72.68738998696558,72.68738998696558,DU_2
2024-03-10,43.00664634576149,56.99335365423851,56.99335365423851,DU_2
2024-03-11,33.13726572727661,66.8627342727234,,DU_2
2024-03-12,41.12008403017447,58.879915969825525,,DU_2
2024-03-13,50.78947678737781,49.2105232126222,,DU_2
2024-03-14,40.01376583568703,59.98623416431297,,DU_2
2024-03-15,29.96072813657707,70.03927186342291,,DU_2
2024-03-16,42.770249386915395,57.22975061308462,57.22975061308462,DU_2
2024-03-17,27.706582497064712,72.29341750293526,72.29341750293526,DU_2
2024-03-18,36.6045256283017,63.39547437169829,,DU_2
2024-03-19,53.05113610285041,46.94886389714959,,DU_2
2024-03-20,36.90130252227961,63.0986974777204,,DU_2
2024-03-21,33.52828323022971,66.47171676977027,,DU_2
2024-03-22,33.73665564478034,66.26334435521966,,DU_2
2024-03-23,40.71585545837568,59.28414454162433,59.28414454162433,DU_2
2024-03-24,39.96389764265923,60.03610235734078,60.03610235734078,DU_2
2024-03-25,52.9214902809969,47.078509719003094,,DU_2
2024-03-26,30.372133871085406,69.62786612891459,,DU_2
2024-03-27,30.318269311956303,69.68173068804369,,DU_2
2024-03-28,46.552441595251466,53.44755840474854,,DU_2
2024-03-29,51.28899751483908,48.71100248516091,,DU_2
2024-03-30,36.03017383425952,63.969826165740464,63.969826165740464,DU_2
2024-03-31,56.013590531156474,43.986409468843554,43.986409468843554,DU_2
2024-04-01,51.76549190404893,48.23450809595107,,DU_2
2024-04-02,52.73292801989592,47.26707198010408,,DU_2
2024-04-06,46.08453757601702,53.91546242398297,53.91546242398297,DU_2
2024-04-07,39.48282407539327,60.51717592460676,60.51717592460676,DU_2
2024-04-08,39.16463382450472,60.83536617549529,,DU_2
2024-04-09,29.362058081102305,70.6379419188977,,DU_2
2024-04-10,41.34072587596803,58.65927412403199,,DU_2
2024-04-11,47.359723633259584,52.640276366740416,,DU_2
2024-04-12,36.50612126476207,63.49387873523793,,DU_2
2024-04-13,31.797150408275233,68.20284959172476,68.20284959172476,DU_2
2024-04-14,49.16938185751404,50.83061814248595,50.83061814248595,DU_2
2024-04-15,44.85265700267896,55.14734299732103,,DU_2
2024-04-16,59.52153446216539,40.47846553783461,,DU_2
2024-04-17,47.439581653277955,52.560418346722045,,DU_2
2024-04-18,35.11306410214061,64.88693589785937,,DU_2
2024-04-19,46.58328692955924,53.41671307044075,,DU_2
2024-04-20,40.8509840735711,59.149015926428895,59.149015926428895,DU_2
2024-04-21,54.53961849039762,45.460381509602385,45.460381509602385,DU_2
2024-04-22,45.7946342755144,54.20536572448557,,DU_2
2024-04-23,47.22395169849858,52.77604830150141,,DU_2
2024-04-24,43.74705162795845,56.252948372041566,,DU_2
2024-04-25,48.02076164075423,51.97923835924576,,DU_2
2024-04-26,64.5196517636068,35.48034823639321,,DU_2
2024-04-27,48.71163906593734,51.28836093406265,51.28836093406265,DU_2
2024-04-28,40.25040226531576,59.749597734684244,59.749597734684244,DU_2
2024-04-29,44.513526015462936,55.48647398453708,,DU_2
2024-04-30,47.526911461184376,52.473088538815624,,DU_2
2024-05-01,41.76301000805459,58.23698999194541,,DU_2
2024-05-02,46.31899121536782,53.681008784632176,,DU_2
2024-05-03,49.668199219067375,50.33180078093263,,DU_2
2024-05-04,33.44776519354233,66.55223480645768,66.55223480645768,DU_2
2024-05-05,39.458998156471125,60.541001843528875,60.541001843528875,DU_2
2024-05-06,43.44065114776944,56.55934885223056,,DU_2
2024-05-07,29.373929689617196,70.6260703103828,,DU_2
2024-05-08,51.519328541985644,48.48067145801434,,DU_2
2024-05-09,37.98400355289578,62.01599644710423,,DU_2
2024-05-10,35.95318808442842,64.0468119155716,,DU_2
2024-05-11,43.54239645187607,56.457603548123934,56.457603548123934,DU_2
2024-05-12,67.37783500119454,32.622164998805445,32.622164998805445,DU_2
2024-05-13,52.29532796462999,47.70467203537,,DU_2
2024-05-14,33.49929292360848,66.50070707639152,,DU_2
2024-05-15,51.56383681154239,48.43616318845762,,DU_2
2024-05-16,38.3263617726642,61.67363822733579,,DU_2
2024-05-17,47.99071565017273,52.009284349827276,,DU_2
2024-05-18,52.606898941395805,47.39310105860419,47.39310105860419,DU_2
2024-05-19,42.92352526304319,57.07647473695682,57.07647473695682,DU_2
2024-05-20,42.37062588067165,57.62937411932836,,DU_2
2024-05-21,51.71140664782781,48.288593352172185,,DU_2
2024-05-22,49.799490187037556,50.20050981296244,,DU_2
2024-05-23,47.97210540356418,52.02789459643583,,DU_2
2024-05-24,27.892755135176305,72.10724486482368,,DU_2
2024-05-25,59.74432783934825,40.25567216065175,40.25567216065175,DU_2
2024-05-26,24.2807591455264,75.71924085447361,75.71924085447361,DU_2
2024-05-27,49.152625382890996,50.84737461710902,,DU_2
2024-05-28,31.09838925052028,68.90161074947969,,DU_2
2024-05-29,47.24345540713312,52.756544592866874,,DU_2
2024-05-30,33.02130738019048,66.97869261980954,,DU_2
2024-05-31,30.743327076397037,69.25667292360295,,DU_2
2024-06-01,38.81251833307647,61.187481666923546,61.187481666923546,DU_2
2024-06-02,34.17444724431833,65.82555275568166,65.82555275568166,DU_2
2024-06-03,42.885431296075126,57.114568703924874,,DU_2
2024-06-04,28.98796168984242,71.01203831015755,,DU_2
2024-06-05,32.674391618950104,67.32560838104989,,DU_2
2024-06-06,36.462309906752616,63.53769009324741,,DU_2
2024-06-07,23.809348856510468,76.19065114348955,,DU_2
2024-06-08,24.867930058035846,75.13206994196416,75.13206994196416,DU_2
2024-06-09,8.634343343891665,91.36565665610833,91.36565665610833,DU_2
2024-06-10,43.322934626281885,56.677065373718115,,DU_2
2024-06-11,30.327716058000547,69.67228394199945,,DU_2
2024-06-12,42.66913245519575,57.330867544804235,,DU_2
2024-06-13,42.02681827702993,57.97318172297008,,DU_2
2024-06-14,36.99432938894698,63.00567061105302,,DU_2
2024-06-15,39.44456947000281,60.55543052999717,60.55543052999717,DU_2
2024-06-16,42.113793186776945,57.886206813223076,57.886206813223076,DU_2
2024-06-17,40.8715007599432,59.1284992400568,,DU_2
2024-06-18,40.85278567141111,59.147214328588895,,DU_2
2024-06-19,51.70668079359694,48.293319206403076,,DU_2
2024-06-20,38.822482512375835,61.177517487624165,,DU_2
2024-06-21,38.36518668591894,61.63481331408106,,DU_2
2024-06-22,52.67451979415463,47.32548020584536,47.32548020584536,DU_2
2024-06-23,41.65227678815943,58.34772321184055,58.34772321184055,DU_2
2024-06-25,42.23091784587788,57.76908215412212,,DU_2
2024-06-26,69.75550500336291,30.244494996637105,,DU_2
2024-06-27,75.75392644669557,24.246073553304416,,DU_2
2024-06-28,60.146634094623316,39.853365905376684,,DU_2
2024-07-01,62.519493427077556,37.48050657292246,,DU_2
2024-07-02,83.4239145356224,16.57608546437759,,DU_2
2024-07-03,60.46249526955876,39.53750473044125,,DU_2
2024-01-13,59.61260786811563,40.38739213188436,40.38739213188436,DU_4
2024-01-14,29.628935817513387,70.37106418248662,70.37106418248662,DU_4
2024-01-15,43.85988654824278,56.14011345175724,,DU_4
2024-01-16,60.35607791257143,39.64392208742857,,DU_4
2024-01-17,42.61003522943355,57.38996477056645,,DU_4
2024-01-18,47.569759920795136,52.43024007920485,,DU_4
2024-01-19,45.58192662440182,54.41807337559818,,DU_4
2024-01-20,44.24229651664911,55.757703483350895,55.757703483350895,DU_4
2024-01-21,41.1131300573543,58.8868699426457,58.8868699426457,DU_4
2024-01-22,62.61779862107316,37.382201378926865,,DU_4
2024-01-23,86.39556828091057,13.604431719089435,,DU_4
2024-01-24,64.42489946117705,35.575100538822944,,DU_4
2024-01-25,90.01597320223934,9.984026797760649,,DU_4
2024-01-27,43.65471385116885,56.34528614883115,56.34528614883115,DU_4
2024-01-28,34.28318631376056,65.71681368623945,65.71681368623945,DU_4
2024-01-29,66.84509923571348,33.15490076428654,,DU_4
2024-01-30,66.58722107654154,33.412778923458454,,DU_4
2024-01-31,77.96387410038675,22.03612589961325,,DU_4
2024-02-01,76.52229478135021,23.477705218649803,,DU_4
2024-02-06,31.828274282358464,68.17172571764154,,DU_4
2024-02-08,63.555162735491635,36.44483726450836,,DU_4
2024-02-09,54.46350393321821,45.536496066781794,,DU_4
2024-02-10,33.78000846664953,66.21999153335048,66.21999153335048,DU_4
2024-02-11,29.311516488636723,70.68848351136327,70.68848351136327,DU_4
2024-02-12,57.78001243780355,42.219987562196444,,DU_4
2024-02-13,50.658120648843116,49.34187935115689,,DU_4
2024-02-14,48.9879733885184,51.01202661148157,,DU_4
2024-02-23,43.78214750590625,56.217852494093755,,DU_4
2024-02-24,49.10244807859899,50.89755192140102,50.89755192140102,DU_4
2024-02-26,34.08409359699076,65.91590640300925,,DU_4
2024-02-29,62.88020319787766,37.11979680212235,,DU_4
2024-03-01,46.86845976094056,53.13154023905945,,DU_4
2024-03-02,29.37930920625023,70.62069079374977,70.62069079374977,DU_4
2024-03-03,41.185351619217414,58.814648380782586,58.814648380782586,DU_4
2024-03-04,19.138484199164203,80.86151580083579,,DU_4
2024-03-05,73.7444472844704,26.255552715529596,,DU_4
2024-03-06,62.193699504523046,37.80630049547696,,DU_4
2024-03-07,48.16784605573719,51.83215394426279,,DU_4
2024-03-10,40.25287921921483,59.74712078078518,59.74712078078518,DU_4
2024-03-11,46.40171431032368,53.59828568967633,,DU_4
2024-03-13,55.810480971395606,44.1895190286044,,DU_4
2024-03-14,66.54082955783748,33.459170442162524,,DU_4
2024-03-15,23.3533329030012,76.64666709699881,,DU_4
2024-03-17,44.78945880388525,55.21054119611475,55.21054119611475,DU_4
2024-03-18,36.99276325763527,63.007236742364725,,DU_4
2024-03-19,54.128052100129764,45.87194789987025,,DU_4
2024-03-20,55.34529640531044,44.654703594689586,,DU_4
2024-03-21,56.071231781819506,43.928768218180494,,DU_4
2024-03-22,58.00561241078813,41.99438758921187,,DU_4
2024-03-23,48.589482562477386,51.41051743752259,51.41051743752259,DU_4
2024-03-24,58.13780154181221,41.86219845818779,41.86219845818779,DU_4
2024-03-25,42.533249790414764,57.46675020958523,,DU_4
2024-03-26,41.619646248625465,58.38035375137456,,DU_4
2024-03-27,43.764317814148,56.235682185852006,,DU_4
2024-03-29,43.70614030494727,56.29385969505273,,DU_4
2024-03-30,33.21642266858376,66.78357733141624,66.78357733141624,DU_4
2024-04-01,30.272271468304524,69.72772853169549,,DU_4
2024-04-02,38.610599028375375,61.38940097162463,,DU_4
2024-04-03,27.62065002418279,72.37934997581719,,DU_4
2024-04-04,56.97337117644897,43.02662882355103,,DU_4
2024-04-05,47.66649239620563,52.33350760379435,,DU_4
2024-04-06,51.06339367384288,48.936606326157126,48.936606326157126,DU_4
2024-04-07,64.85560638627068,35.14439361372931,35.14439361372931,DU_4
2024-04-08,57.69408467835271,42.305915321647284,,DU_4
2024-04-09,31.25202329911557,68.74797670088445,,DU_4
2024-04-10,70.66384693496579,29.33615306503421,,DU_4
2024-04-11,25.634150276618634,74.36584972338139,,DU_4
2024-04-16,58.08729376239914,41.91270623760086,,DU_4
2024-04-17,53.123743505405386,46.87625649459461,,DU_4
2024-04-18,37.44373610358802,62.556263896411956,,DU_4
2024-04-19,39.428062399995326,60.57193760000465,,DU_4
2024-04-20,45.682537961398666,54.31746203860134,54.31746203860134,DU_4
2024-04-22,20.188863331556963,79.81113666844304,,DU_4
2024-04-23,63.97225228050344,36.027747719496574,,DU_4
2024-04-24,25.774529584885812,74.22547041511419,,DU_4
2024-04-25,20.338975832839292,79.66102416716069,,DU_4
2024-04-26,55.67152068508631,44.3284793149137,,DU_4
2024-04-29,69.39816084705255,30.60183915294746,,DU_4
2024-04-30,38.118427863582255,61.88157213641773,,DU_4
2024-05-03,48.981201508984086,51.01879849101593,,DU_4
2024-05-04,40.52822194804677,59.471778051953216,59.471778051953216,DU_4
2024-05-05,65.87836211872965,34.12163788127035,34.12163788127035,DU_4
2024-05-06,35.24416027888773,64.75583972111227,,DU_4
2024-05-07,68.11185544201685,31.88814455798315,,DU_4
2024-05-08,48.46500314855579,51.534996851444205,,DU_4
2024-05-10,6.473365255142581,93.52663474485739,,DU_4
2024-05-12,57.19303909595544,42.80696090404456,42.80696090404456,DU_4
2024-05-13,75.88136580173718,24.11863419826281,,DU_4
2024-05-14,55.7360126333595,44.26398736664049,,DU_4
2024-05-15,61.37670477007362,38.62329522992638,,DU_4
2024-05-16,54.6135038688882,45.38649613111182,,DU_4
2024-05-17,32.92606370600865,67.07393629399137,,DU_4
2024-05-18,64.16453859683719,35.8354614031628,35.8354614031628,DU_4
2024-05-19,44.85055258490874,55.14944741509126,55.14944741509126,DU_4
2024-05-20,65.41304915648655,34.58695084351346,,DU_4
2024-05-21,35.99357544936948,64.00642455063051,,DU_4
2024-05-22,44.661732694353326,55.338267305646674,,DU_4
2024-05-23,36.275976516677986,63.724023483322014,,DU_4
2024-05-24,42.406658387365795,57.593341612634205,,DU_4
2024-06-02,37.50087531593465,62.49912468406534,62.49912468406534,DU_4
2024-06-03,59.79542524029359,40.20457475970641,,DU_4
2024-06-04,57.694653058702805,42.30534694129719,,DU_4
2024-06-05,45.593827205331024,54.406172794668976,,DU_4
2024-06-06,80.63823792873418,19.361762071265797,,DU_4
2024-06-07,40.87670888851589,59.12329111148412,,DU_4
2024-06-08,33.74848930708714,66.25151069291287,66.25151069291287,DU_4
2024-06-09,49.10170033151508,50.898299668484924,50.898299668484924,DU_4
2024-06-10,50.45381310860827,49.54618689139173,,DU_4
2024-06-11,74.97093076154903,25.02906923845098,,DU_4
2024-06-12,43.368446773884536,56.63155322611545,,DU_4
2024-06-13,61.89563066521263,38.10436933478738,,DU_4
2024-06-14,61.17680584706664,38.82319415293338,,DU_4
2024-06-15,33.95094595142532,66.04905404857469,66.04905404857469,DU_4
2024-06-16,29.80337374102986,70.19662625897011,70.19662625897011,DU_4
2024-06-17,45.04090886556922,54.95909113443077,,DU_4
2024-06-18,67.87422772989858,32.125772270101415,,DU_4
2024-06-19,50.45368813651051,49.54631186348949,,DU_4
2024-06-20,50.513201315028496,49.486798684971504,,DU_4
2024-06-21,28.373580663458387,71.62641933654159,,DU_4
2024-06-23,53.53106981518264,46.46893018481735,46.46893018481735,DU_4
2024-06-25,45.33301538425198,54.666984615748035,,DU_4
2024-06-26,60.944934236977666,39.055065763022334,,DU_4
2024-06-27,37.56663215577078,62.43336784422922,,DU_4
2024-06-28,33.75317846428585,66.24682153571416,,DU_4
2024-06-29,35.371825688999046,64.62817431100095,64.62817431100095,DU_4
2024-06-30,48.973843561841974,51.02615643815801,51.02615643815801,DU_4
2024-07-01,49.71697146718842,50.28302853281159,,DU_4
2024-07-02,62.04008967950681,37.959910320493194,,DU_4
2024-07-03,58.2435440776075,41.75645592239251,,DU_4
2024-07-04,28.976598001217447,71.02340199878256,,DU_4
2024-07-07,37.71523187256493,62.284768127435065,62.284768127435065,DU_4
2024-07-08,55.248992168867126,44.75100783113287,,DU_4
2024-07-09,45.64943418282378,54.35056581717619,,DU_4
2024-07-10,23.893981545933283,76.10601845406671,,DU_4
2024-07-11,26.72982847586292,73.27017152413707,,DU_4
