air_temp,dni,ghi,period_end,period
25,0,0,2024-08-01T00:15:00+00:00,PT15M
24,0,0,2024-08-01T00:30:00+00:00,PT15M
24,0,0,2024-08-01T00:45:00+00:00,PT15M
24,0,0,2024-08-01T01:00:00+00:00,PT15M
24,0,0,2024-08-01T01:15:00+00:00,PT15M
24,0,0,2024-08-01T01:30:00+00:00,PT15M
24,0,0,2024-08-01T01:45:00+00:00,PT15M
24,0,0,2024-08-01T02:00:00+00:00,PT15M
24,0,0,2024-08-01T02:15:00+00:00,PT15M
24,0,0,2024-08-01T02:30:00+00:00,PT15M
24,0,0,2024-08-01T02:45:00+00:00,PT15M
24,0,0,2024-08-01T03:00:00+00:00,PT15M
24,0,0,2024-08-01T03:15:00+00:00,PT15M
24,0,0,2024-08-01T03:30:00+00:00,PT15M
24,0,0,2024-08-01T03:45:00+00:00,PT15M
24,0,0,2024-08-01T04:00:00+00:00,PT15M
24,0,1,2024-08-01T04:15:00+00:00,PT15M
24,0,13,2024-08-01T04:30:00+00:00,PT15M
24,0,34,2024-08-01T04:45:00+00:00,PT15M
24,0,49,2024-08-01T05:00:00+00:00,PT15M
24,0,70,2024-08-01T05:15:00+00:00,PT15M
25,4,103,2024-08-01T05:30:00+00:00,PT15M
25,130,156,2024-08-01T05:45:00+00:00,PT15M
26,280,211,2024-08-01T06:00:00+00:00,PT15M
26,497,279,2024-08-01T06:15:00+00:00,PT15M
27,566,330,2024-08-01T06:30:00+00:00,PT15M
27,600,376,2024-08-01T06:45:00+00:00,PT15M
28,629,421,2024-08-01T07:00:00+00:00,PT15M
28,656,466,2024-08-01T07:15:00+00:00,PT15M
29,680,510,2024-08-01T07:30:00+00:00,PT15M
29,702,553,2024-08-01T07:45:00+00:00,PT15M
30,722,594,2024-08-01T08:00:00+00:00,PT15M
30,738,633,2024-08-01T08:15:00+00:00,PT15M
31,751,670,2024-08-01T08:30:00+00:00,PT15M
31,763,704,2024-08-01T08:45:00+00:00,PT15M
32,774,736,2024-08-01T09:00:00+00:00,PT15M
32,784,766,2024-08-01T09:15:00+00:00,PT15M
32,794,793,2024-08-01T09:30:00+00:00,PT15M
33,803,818,2024-08-01T09:45:00+00:00,PT15M
33,811,840,2024-08-01T10:00:00+00:00,PT15M
33,818,858,2024-08-01T10:15:00+00:00,PT15M
34,824,873,2024-08-01T10:30:00+00:00,PT15M
34,829,884,2024-08-01T10:45:00+00:00,PT15M
34,834,892,2024-08-01T11:00:00+00:00,PT15M
34,836,896,2024-08-01T11:15:00+00:00,PT15M
34,835,897,2024-08-01T11:30:00+00:00,PT15M
34,833,894,2024-08-01T11:45:00+00:00,PT15M
34,831,888,2024-08-01T12:00:00+00:00,PT15M
34,829,879,2024-08-01T12:15:00+00:00,PT15M
34,827,866,2024-08-01T12:30:00+00:00,PT15M
34,824,851,2024-08-01T12:45:00+00:00,PT15M
34,821,832,2024-08-01T13:00:00+00:00,PT15M
34,815,809,2024-08-01T13:15:00+00:00,PT15M
34,808,784,2024-08-01T13:30:00+00:00,PT15M
34,800,756,2024-08-01T13:45:00+00:00,PT15M
33,790,725,2024-08-01T14:00:00+00:00,PT15M
33,779,691,2024-08-01T14:15:00+00:00,PT15M
33,766,655,2024-08-01T14:30:00+00:00,PT15M
33,751,616,2024-08-01T14:45:00+00:00,PT15M
33,734,576,2024-08-01T15:00:00+00:00,PT15M
33,715,534,2024-08-01T15:15:00+00:00,PT15M
33,694,490,2024-08-01T15:30:00+00:00,PT15M
33,669,445,2024-08-01T15:45:00+00:00,PT15M
32,641,399,2024-08-01T16:00:00+00:00,PT15M
32,609,353,2024-08-01T16:15:00+00:00,PT15M
32,575,306,2024-08-01T16:30:00+00:00,PT15M
31,534,260,2024-08-01T16:45:00+00:00,PT15M
31,486,214,2024-08-01T17:00:00+00:00,PT15M
31,425,170,2024-08-01T17:15:00+00:00,PT15M
30,351,126,2024-08-01T17:30:00+00:00,PT15M
30,262,86,2024-08-01T17:45:00+00:00,PT15M
29,126,50,2024-08-01T18:00:00+00:00,PT15M
29,0,20,2024-08-01T18:15:00+00:00,PT15M
28,0,3,2024-08-01T18:30:00+00:00,PT15M
28,0,0,2024-08-01T18:45:00+00:00,PT15M
27,0,0,2024-08-01T19:00:00+00:00,PT15M
27,0,0,2024-08-01T19:15:00+00:00,PT15M
27,0,0,2024-08-01T19:30:00+00:00,PT15M
26,0,0,2024-08-01T19:45:00+00:00,PT15M
26,0,0,2024-08-01T20:00:00+00:00,PT15M
26,0,0,2024-08-01T20:15:00+00:00,PT15M
25,0,0,2024-08-01T20:30:00+00:00,PT15M
25,0,0,2024-08-01T20:45:00+00:00,PT15M
25,0,0,2024-08-01T21:00:00+00:00,PT15M
25,0,0,2024-08-01T21:15:00+00:00,PT15M
24,0,0,2024-08-01T21:30:00+00:00,PT15M
24,0,0,2024-08-01T21:45:00+00:00,PT15M
24,0,0,2024-08-01T22:00:00+00:00,PT15M
24,0,0,2024-08-01T22:15:00+00:00,PT15M
24,0,0,2024-08-01T22:30:00+00:00,PT15M
24,0,0,2024-08-01T22:45:00+00:00,PT15M
24,0,0,2024-08-01T23:00:00+00:00,PT15M
23,0,0,2024-08-01T23:15:00+00:00,PT15M
23,0,0,2024-08-01T23:30:00+00:00,PT15M
23,0,0,2024-08-01T23:45:00+00:00,PT15M
23,0,0,2024-08-02T00:00:00+00:00,PT15M
23,0,0,2024-08-02T00:15:00+00:00,PT15M
23,0,0,2024-08-02T00:30:00+00:00,PT15M
23,0,0,2024-08-02T00:45:00+00:00,PT15M
23,0,0,2024-08-02T01:00:00+00:00,PT15M
23,0,0,2024-08-02T01:15:00+00:00,PT15M
23,0,0,2024-08-02T01:30:00+00:00,PT15M
22,0,0,2024-08-02T01:45:00+00:00,PT15M
22,0,0,2024-08-02T02:00:00+00:00,PT15M
22,0,0,2024-08-02T02:15:00+00:00,PT15M
22,0,0,2024-08-02T02:30:00+00:00,PT15M
22,0,0,2024-08-02T02:45:00+00:00,PT15M
22,0,0,2024-08-02T03:00:00+00:00,PT15M
22,0,0,2024-08-02T03:15:00+00:00,PT15M
22,0,0,2024-08-02T03:30:00+00:00,PT15M
22,0,0,2024-08-02T03:45:00+00:00,PT15M
22,0,0,2024-08-02T04:00:00+00:00,PT15M
22,1,1,2024-08-02T04:15:00+00:00,PT15M
22,46,18,2024-08-02T04:30:00+00:00,PT15M
23,199,46,2024-08-02T04:45:00+00:00,PT15M
23,88,66,2024-08-02T05:00:00+00:00,PT15M
23,37,89,2024-08-02T05:15:00+00:00,PT15M
24,5,111,2024-08-02T05:30:00+00:00,PT15M
24,0,134,2024-08-02T05:45:00+00:00,PT15M
25,29,170,2024-08-02T06:00:00+00:00,PT15M
25,131,220,2024-08-02T06:15:00+00:00,PT15M
26,295,284,2024-08-02T06:30:00+00:00,PT15M
26,498,359,2024-08-02T06:45:00+00:00,PT15M
27,701,436,2024-08-02T07:00:00+00:00,PT15M
27,734,483,2024-08-02T07:15:00+00:00,PT15M
28,752,527,2024-08-02T07:30:00+00:00,PT15M
28,768,569,2024-08-02T07:45:00+00:00,PT15M
29,782,610,2024-08-02T08:00:00+00:00,PT15M
29,794,649,2024-08-02T08:15:00+00:00,PT15M
29,806,685,2024-08-02T08:30:00+00:00,PT15M
30,817,720,2024-08-02T08:45:00+00:00,PT15M
30,826,752,2024-08-02T09:00:00+00:00,PT15M
31,834,781,2024-08-02T09:15:00+00:00,PT15M
31,841,808,2024-08-02T09:30:00+00:00,PT15M
32,848,832,2024-08-02T09:45:00+00:00,PT15M
32,853,853,2024-08-02T10:00:00+00:00,PT15M
32,857,871,2024-08-02T10:15:00+00:00,PT15M
33,858,884,2024-08-02T10:30:00+00:00,PT15M
33,859,894,2024-08-02T10:45:00+00:00,PT15M
33,858,900,2024-08-02T11:00:00+00:00,PT15M
33,858,904,2024-08-02T11:15:00+00:00,PT15M
33,857,903,2024-08-02T11:30:00+00:00,PT15M
33,856,900,2024-08-02T11:45:00+00:00,PT15M
33,854,893,2024-08-02T12:00:00+00:00,PT15M
33,850,882,2024-08-02T12:15:00+00:00,PT15M
33,845,868,2024-08-02T12:30:00+00:00,PT15M
33,839,850,2024-08-02T12:45:00+00:00,PT15M
33,832,830,2024-08-02T13:00:00+00:00,PT15M
33,825,806,2024-08-02T13:15:00+00:00,PT15M
33,817,780,2024-08-02T13:30:00+00:00,PT15M
33,809,751,2024-08-02T13:45:00+00:00,PT15M
33,799,720,2024-08-02T14:00:00+00:00,PT15M
33,788,686,2024-08-02T14:15:00+00:00,PT15M
32,775,649,2024-08-02T14:30:00+00:00,PT15M
32,761,611,2024-08-02T14:45:00+00:00,PT15M
32,745,570,2024-08-02T15:00:00+00:00,PT15M
32,726,528,2024-08-02T15:15:00+00:00,PT15M
32,706,485,2024-08-02T15:30:00+00:00,PT15M
31,682,440,2024-08-02T15:45:00+00:00,PT15M
31,654,394,2024-08-02T16:00:00+00:00,PT15M
31,624,348,2024-08-02T16:15:00+00:00,PT15M
31,591,302,2024-08-02T16:30:00+00:00,PT15M
30,552,256,2024-08-02T16:45:00+00:00,PT15M
30,491,210,2024-08-02T17:00:00+00:00,PT15M
30,432,165,2024-08-02T17:15:00+00:00,PT15M
29,340,122,2024-08-02T17:30:00+00:00,PT15M
29,133,75,2024-08-02T17:45:00+00:00,PT15M
29,89,45,2024-08-02T18:00:00+00:00,PT15M
28,0,19,2024-08-02T18:15:00+00:00,PT15M
28,0,3,2024-08-02T18:30:00+00:00,PT15M
27,0,0,2024-08-02T18:45:00+00:00,PT15M
27,0,0,2024-08-02T19:00:00+00:00,PT15M
27,0,0,2024-08-02T19:15:00+00:00,PT15M
27,0,0,2024-08-02T19:30:00+00:00,PT15M
26,0,0,2024-08-02T19:45:00+00:00,PT15M
26,0,0,2024-08-02T20:00:00+00:00,PT15M
26,0,0,2024-08-02T20:15:00+00:00,PT15M
26,0,0,2024-08-02T20:30:00+00:00,PT15M
26,0,0,2024-08-02T20:45:00+00:00,PT15M
26,0,0,2024-08-02T21:00:00+00:00,PT15M
25,0,0,2024-08-02T21:15:00+00:00,PT15M
25,0,0,2024-08-02T21:30:00+00:00,PT15M
25,0,0,2024-08-02T21:45:00+00:00,PT15M
25,0,0,2024-08-02T22:00:00+00:00,PT15M
25,0,0,2024-08-02T22:15:00+00:00,PT15M
25,0,0,2024-08-02T22:30:00+00:00,PT15M
25,0,0,2024-08-02T22:45:00+00:00,PT15M
25,0,0,2024-08-02T23:00:00+00:00,PT15M
24,0,0,2024-08-02T23:15:00+00:00,PT15M
24,0,0,2024-08-02T23:30:00+00:00,PT15M
