air_temp,dni,ghi,period_end,period
16,0,0,2024-05-01T00:15:00+00:00,PT15M
16,0,0,2024-05-01T00:30:00+00:00,PT15M
16,0,0,2024-05-01T00:45:00+00:00,PT15M
16,0,0,2024-05-01T01:00:00+00:00,PT15M
16,0,0,2024-05-01T01:15:00+00:00,PT15M
16,0,0,2024-05-01T01:30:00+00:00,PT15M
16,0,0,2024-05-01T01:45:00+00:00,PT15M
16,0,0,2024-05-01T02:00:00+00:00,PT15M
16,0,0,2024-05-01T02:15:00+00:00,PT15M
16,0,0,2024-05-01T02:30:00+00:00,PT15M
16,0,0,2024-05-01T02:45:00+00:00,PT15M
16,0,0,2024-05-01T03:00:00+00:00,PT15M
16,0,0,2024-05-01T03:15:00+00:00,PT15M
16,0,0,2024-05-01T03:30:00+00:00,PT15M
15,0,0,2024-05-01T03:45:00+00:00,PT15M
15,0,0,2024-05-01T04:00:00+00:00,PT15M
15,0,0,2024-05-01T04:15:00+00:00,PT15M
15,0,3,2024-05-01T04:30:00+00:00,PT15M
15,0,13,2024-05-01T04:45:00+00:00,PT15M
15,0,33,2024-05-01T05:00:00+00:00,PT15M
16,0,47,2024-05-01T05:15:00+00:00,PT15M
16,0,84,2024-05-01T05:30:00+00:00,PT15M
16,174,148,2024-05-01T05:45:00+00:00,PT15M
17,130,172,2024-05-01T06:00:00+00:00,PT15M
17,98,199,2024-05-01T06:15:00+00:00,PT15M
18,335,274,2024-05-01T06:30:00+00:00,PT15M
18,401,322,2024-05-01T06:45:00+00:00,PT15M
18,297,336,2024-05-01T07:00:00+00:00,PT15M
19,56,295,2024-05-01T07:15:00+00:00,PT15M
19,226,386,2024-05-01T07:30:00+00:00,PT15M
19,273,429,2024-05-01T07:45:00+00:00,PT15M
19,179,431,2024-05-01T08:00:00+00:00,PT15M
20,62,413,2024-05-01T08:15:00+00:00,PT15M
20,0,223,2024-05-01T08:30:00+00:00,PT15M
20,0,245,2024-05-01T08:45:00+00:00,PT15M
20,0,381,2024-05-01T09:00:00+00:00,PT15M
20,0,247,2024-05-01T09:15:00+00:00,PT15M
20,0,126,2024-05-01T09:30:00+00:00,PT15M
20,0,203,2024-05-01T09:45:00+00:00,PT15M
20,0,357,2024-05-01T10:00:00+00:00,PT15M
20,0,293,2024-05-01T10:15:00+00:00,PT15M
20,0,360,2024-05-01T10:30:00+00:00,PT15M
20,0,380,2024-05-01T10:45:00+00:00,PT15M
20,0,248,2024-05-01T11:00:00+00:00,PT15M
20,0,229,2024-05-01T11:15:00+00:00,PT15M
19,0,253,2024-05-01T11:30:00+00:00,PT15M
19,0,201,2024-05-01T11:45:00+00:00,PT15M
19,0,158,2024-05-01T12:00:00+00:00,PT15M
19,0,106,2024-05-01T12:15:00+00:00,PT15M
19,0,104,2024-05-01T12:30:00+00:00,PT15M
19,0,91,2024-05-01T12:45:00+00:00,PT15M
18,0,211,2024-05-01T13:00:00+00:00,PT15M
18,0,128,2024-05-01T13:15:00+00:00,PT15M
18,0,135,2024-05-01T13:30:00+00:00,PT15M
18,0,178,2024-05-01T13:45:00+00:00,PT15M
18,0,201,2024-05-01T14:00:00+00:00,PT15M
19,0,178,2024-05-01T14:15:00+00:00,PT15M
19,0,131,2024-05-01T14:30:00+00:00,PT15M
19,0,102,2024-05-01T14:45:00+00:00,PT15M
19,0,131,2024-05-01T15:00:00+00:00,PT15M
19,0,150,2024-05-01T15:15:00+00:00,PT15M
19,0,112,2024-05-01T15:30:00+00:00,PT15M
19,0,114,2024-05-01T15:45:00+00:00,PT15M
18,0,71,2024-05-01T16:00:00+00:00,PT15M
18,0,97,2024-05-01T16:15:00+00:00,PT15M
18,0,83,2024-05-01T16:30:00+00:00,PT15M
18,0,75,2024-05-01T16:45:00+00:00,PT15M
18,0,73,2024-05-01T17:00:00+00:00,PT15M
17,0,48,2024-05-01T17:15:00+00:00,PT15M
17,0,35,2024-05-01T17:30:00+00:00,PT15M
17,0,29,2024-05-01T17:45:00+00:00,PT15M
17,0,17,2024-05-01T18:00:00+00:00,PT15M
17,0,4,2024-05-01T18:15:00+00:00,PT15M
17,0,0,2024-05-01T18:30:00+00:00,PT15M
16,0,0,2024-05-01T18:45:00+00:00,PT15M
16,0,0,2024-05-01T19:00:00+00:00,PT15M
16,0,0,2024-05-01T19:15:00+00:00,PT15M
16,0,0,2024-05-01T19:30:00+00:00,PT15M
16,0,0,2024-05-01T19:45:00+00:00,PT15M
15,0,0,2024-05-01T20:00:00+00:00,PT15M
15,0,0,2024-05-01T20:15:00+00:00,PT15M
15,0,0,2024-05-01T20:30:00+00:00,PT15M
15,0,0,2024-05-01T20:45:00+00:00,PT15M
15,0,0,2024-05-01T21:00:00+00:00,PT15M
15,0,0,2024-05-01T21:15:00+00:00,PT15M
15,0,0,2024-05-01T21:30:00+00:00,PT15M
15,0,0,2024-05-01T21:45:00+00:00,PT15M
15,0,0,2024-05-01T22:00:00+00:00,PT15M
15,0,0,2024-05-01T22:15:00+00:00,PT15M
15,0,0,2024-05-01T22:30:00+00:00,PT15M
15,0,0,2024-05-01T22:45:00+00:00,PT15M
15,0,0,2024-05-01T23:00:00+00:00,PT15M
15,0,0,2024-05-01T23:15:00+00:00,PT15M
15,0,0,2024-05-01T23:30:00+00:00,PT15M
15,0,0,2024-05-01T23:45:00+00:00,PT15M
15,0,0,2024-05-02T00:00:00+00:00,PT15M
15,0,0,2024-05-02T00:15:00+00:00,PT15M
14,0,0,2024-05-02T00:30:00+00:00,PT15M
14,0,0,2024-05-02T00:45:00+00:00,PT15M
14,0,0,2024-05-02T01:00:00+00:00,PT15M
14,0,0,2024-05-02T01:15:00+00:00,PT15M
14,0,0,2024-05-02T01:30:00+00:00,PT15M
14,0,0,2024-05-02T01:45:00+00:00,PT15M
14,0,0,2024-05-02T02:00:00+00:00,PT15M
14,0,0,2024-05-02T02:15:00+00:00,PT15M
14,0,0,2024-05-02T02:30:00+00:00,PT15M
14,0,0,2024-05-02T02:45:00+00:00,PT15M
14,0,0,2024-05-02T03:00:00+00:00,PT15M
14,0,0,2024-05-02T03:15:00+00:00,PT15M
14,0,0,2024-05-02T03:30:00+00:00,PT15M
14,0,0,2024-05-02T03:45:00+00:00,PT15M
14,0,0,2024-05-02T04:00:00+00:00,PT15M
14,0,0,2024-05-02T04:15:00+00:00,PT15M
14,0,4,2024-05-02T04:30:00+00:00,PT15M
14,0,11,2024-05-02T04:45:00+00:00,PT15M
14,0,12,2024-05-02T05:00:00+00:00,PT15M
14,0,10,2024-05-02T05:15:00+00:00,PT15M
14,0,13,2024-05-02T05:30:00+00:00,PT15M
14,0,31,2024-05-02T05:45:00+00:00,PT15M
14,0,80,2024-05-02T06:00:00+00:00,PT15M
14,0,113,2024-05-02T06:15:00+00:00,PT15M
14,0,172,2024-05-02T06:30:00+00:00,PT15M
15,19,241,2024-05-02T06:45:00+00:00,PT15M
15,10,265,2024-05-02T07:00:00+00:00,PT15M
15,0,272,2024-05-02T07:15:00+00:00,PT15M
15,0,249,2024-05-02T07:30:00+00:00,PT15M
15,0,201,2024-05-02T07:45:00+00:00,PT15M
