timestamp,air_temp,dni,ghi
2024-03-02 10:00:00+00:00,13,521,525
2024-03-02 10:15:00+00:00,13,586,558
2024-03-02 10:30:00+00:00,14,440,533
2024-03-02 10:45:00+00:00,14,445,545
2024-03-02 11:00:00+00:00,14,325,516
2024-03-02 11:15:00+00:00,15,146,460
2024-03-02 11:30:00+00:00,15,69,427
2024-03-02 11:45:00+00:00,15,40,412
2024-03-02 12:00:00+00:00,15,0,338
2024-03-02 12:15:00+00:00,15,0,244
2024-03-02 12:30:00+00:00,15,0,226
2024-03-02 12:45:00+00:00,15,0,302
2024-03-02 13:00:00+00:00,15,16,353
2024-03-02 13:15:00+00:00,15,367,468
2024-03-02 13:30:00+00:00,15,548,494
2024-03-02 13:45:00+00:00,15,684,499
2024-03-02 14:00:00+00:00,15,787,490
2024-03-02 14:15:00+00:00,15,774,456
2024-03-02 14:30:00+00:00,15,757,418
2024-03-02 14:45:00+00:00,15,732,378
2024-03-02 15:00:00+00:00,15,698,335
2024-03-02 15:15:00+00:00,15,658,291
2024-03-02 15:30:00+00:00,14,610,245
2024-03-02 15:45:00+00:00,14,554,200
2024-03-02 16:00:00+00:00,14,487,154
2024-03-02 16:15:00+00:00,14,403,110
2024-03-02 16:30:00+00:00,14,297,69
2024-03-02 16:45:00+00:00,13,126,33
2024-03-02 17:00:00+00:00,13,11,6
2024-03-02 17:15:00+00:00,13,0,0
2024-03-02 17:30:00+00:00,12,0,0
2024-03-02 17:45:00+00:00,12,0,0
2024-03-02 18:00:00+00:00,12,0,0
2024-03-02 18:15:00+00:00,11,0,0
2024-03-02 18:30:00+00:00,11,0,0
2024-03-02 18:45:00+00:00,11,0,0
2024-03-02 19:00:00+00:00,11,0,0
2024-03-02 19:15:00+00:00,11,0,0
2024-03-02 19:30:00+00:00,10,0,0
2024-03-02 19:45:00+00:00,10,0,0
2024-03-02 20:00:00+00:00,10,0,0
2024-03-02 20:15:00+00:00,10,0,0
2024-03-02 20:30:00+00:00,10,0,0
2024-03-02 20:45:00+00:00,10,0,0
2024-03-02 21:00:00+00:00,10,0,0
2024-03-02 21:15:00+00:00,10,0,0
2024-03-02 21:30:00+00:00,10,0,0
2024-03-02 21:45:00+00:00,10,0,0
2024-03-02 22:00:00+00:00,10,0,0
2024-03-02 22:15:00+00:00,10,0,0
2024-03-02 22:30:00+00:00,10,0,0
2024-03-02 22:45:00+00:00,10,0,0
2024-03-02 23:00:00+00:00,10,0,0
2024-03-02 23:15:00+00:00,9,0,0
2024-03-02 23:30:00+00:00,9,0,0
2024-03-02 23:45:00+00:00,9,0,0
2024-03-03 00:00:00+00:00,9,0,0
2024-03-03 00:15:00+00:00,9,0,0
2024-03-03 00:30:00+00:00,9,0,0
2024-03-03 00:45:00+00:00,9,0,0
2024-03-03 01:00:00+00:00,9,0,0
2024-03-03 01:15:00+00:00,9,0,0
2024-03-03 01:30:00+00:00,9,0,0
2024-03-03 01:45:00+00:00,9,0,0
2024-03-03 02:00:00+00:00,9,0,0
2024-03-03 02:15:00+00:00,9,0,0
2024-03-03 02:30:00+00:00,9,0,0
2024-03-03 02:45:00+00:00,9,0,0
2024-03-03 03:00:00+00:00,9,0,0
2024-03-03 03:15:00+00:00,9,0,0
2024-03-03 03:30:00+00:00,9,0,0
2024-03-03 03:45:00+00:00,9,0,0
2024-03-03 04:00:00+00:00,9,0,0
2024-03-03 04:15:00+00:00,9,0,0
2024-03-03 04:30:00+00:00,9,0,0
2024-03-03 04:45:00+00:00,9,0,0
2024-03-03 05:00:00+00:00,9,0,0
2024-03-03 05:15:00+00:00,9,0,0
2024-03-03 05:30:00+00:00,9,0,0
2024-03-03 05:45:00+00:00,9,0,0
2024-03-03 06:00:00+00:00,9,0,4
2024-03-03 06:15:00+00:00,10,0,23
2024-03-03 06:30:00+00:00,10,43,54
2024-03-03 06:45:00+00:00,10,5,66
2024-03-03 07:00:00+00:00,10,0,71
2024-03-03 07:15:00+00:00,10,0,99
2024-03-03 07:30:00+00:00,11,10,162
2024-03-03 07:45:00+00:00,11,0,162
2024-03-03 08:00:00+00:00,12,0,136
2024-03-03 08:15:00+00:00,12,0,156
2024-03-03 08:30:00+00:00,12,12,236
2024-03-03 08:45:00+00:00,13,227,347
2024-03-03 09:00:00+00:00,13,240,376
2024-03-03 09:15:00+00:00,13,128,343
2024-03-03 09:30:00+00:00,14,0,227
2024-03-03 09:45:00+00:00,14,0,263
2024-03-03 10:00:00+00:00,14,0,279
2024-03-03 10:15:00+00:00,14,0,349
2024-03-03 10:30:00+00:00,14,117,438
2024-03-03 10:45:00+00:00,14,4,389
2024-03-03 11:00:00+00:00,15,158,448
2024-03-03 11:15:00+00:00,15,0,342
2024-03-03 11:30:00+00:00,15,0,291
2024-03-03 11:45:00+00:00,15,0,166
2024-03-03 12:00:00+00:00,15,0,94
2024-03-03 12:15:00+00:00,15,0,131
2024-03-03 12:30:00+00:00,15,0,138
2024-03-03 12:45:00+00:00,15,0,182
2024-03-03 13:00:00+00:00,15,0,241
2024-03-03 13:15:00+00:00,15,0,245
2024-03-03 13:30:00+00:00,15,0,219
2024-03-03 13:45:00+00:00,15,0,219
2024-03-03 14:00:00+00:00,15,0,205
2024-03-03 14:15:00+00:00,15,0,221
2024-03-03 14:30:00+00:00,15,0,203
2024-03-03 14:45:00+00:00,15,0,147
2024-03-03 15:00:00+00:00,14,0,130
2024-03-03 15:15:00+00:00,14,0,111
2024-03-03 15:30:00+00:00,14,0,57
2024-03-03 15:45:00+00:00,14,0,67
2024-03-03 16:00:00+00:00,14,0,65
2024-03-03 16:15:00+00:00,14,0,43
2024-03-03 16:30:00+00:00,14,0,25
2024-03-03 16:45:00+00:00,14,0,11
2024-03-03 17:00:00+00:00,14,0,1
2024-03-03 17:15:00+00:00,13,0,0
2024-03-03 17:30:00+00:00,13,0,0
2024-03-03 17:45:00+00:00,13,0,0
2024-03-03 18:00:00+00:00,13,0,0
2024-03-03 18:15:00+00:00,13,0,0
2024-03-03 18:30:00+00:00,12,0,0
2024-03-03 18:45:00+00:00,11,0,0
2024-03-03 19:00:00+00:00,11,0,0
2024-03-03 19:15:00+00:00,10,0,0
2024-03-03 19:30:00+00:00,10,0,0
2024-03-03 19:45:00+00:00,10,0,0
2024-03-03 20:00:00+00:00,9,0,0
2024-03-03 20:15:00+00:00,9,0,0
2024-03-03 20:30:00+00:00,9,0,0
2024-03-03 20:45:00+00:00,9,0,0
2024-03-03 21:00:00+00:00,9,0,0
2024-03-03 21:15:00+00:00,9,0,0
2024-03-03 21:30:00+00:00,9,0,0
2024-03-03 21:45:00+00:00,9,0,0
2024-03-03 22:00:00+00:00,9,0,0
2024-03-03 22:15:00+00:00,9,0,0
2024-03-03 22:30:00+00:00,9,0,0
2024-03-03 22:45:00+00:00,9,0,0
2024-03-03 23:00:00+00:00,9,0,0
2024-03-03 23:15:00+00:00,9,0,0
2024-03-03 23:30:00+00:00,9,0,0
2024-03-03 23:45:00+00:00,9,0,0
2024-03-04 00:00:00+00:00,8,0,0
2024-03-04 00:15:00+00:00,8,0,0
2024-03-04 00:30:00+00:00,8,0,0
2024-03-04 00:45:00+00:00,8,0,0
2024-03-04 01:00:00+00:00,8,0,0
2024-03-04 01:15:00+00:00,8,0,0
2024-03-04 01:30:00+00:00,8,0,0
2024-03-04 01:45:00+00:00,8,0,0
2024-03-04 02:00:00+00:00,8,0,0
2024-03-04 02:15:00+00:00,8,0,0
2024-03-04 02:30:00+00:00,8,0,0
2024-03-04 02:45:00+00:00,8,0,0
2024-03-04 03:00:00+00:00,8,0,0
2024-03-04 03:15:00+00:00,8,0,0
2024-03-04 03:30:00+00:00,8,0,0
2024-03-04 03:45:00+00:00,8,0,0
2024-03-04 04:00:00+00:00,8,0,0
2024-03-04 04:15:00+00:00,8,0,0
2024-03-04 04:30:00+00:00,8,0,0
2024-03-04 04:45:00+00:00,8,0,0
2024-03-04 05:00:00+00:00,8,0,0
2024-03-04 05:15:00+00:00,8,0,0
2024-03-04 05:30:00+00:00,8,0,0
2024-03-04 05:45:00+00:00,8,0,0
2024-03-04 06:00:00+00:00,8,0,1
2024-03-04 06:15:00+00:00,8,0,7
2024-03-04 06:30:00+00:00,8,0,7
2024-03-04 06:45:00+00:00,8,0,24
2024-03-04 07:00:00+00:00,8,0,30
2024-03-04 07:15:00+00:00,8,0,39
2024-03-04 07:30:00+00:00,8,0,51
2024-03-04 07:45:00+00:00,8,0,83
2024-03-04 08:00:00+00:00,8,0,120
2024-03-04 08:15:00+00:00,8,0,167
2024-03-04 08:30:00+00:00,9,0,197
2024-03-04 08:45:00+00:00,9,0,248
2024-03-04 09:00:00+00:00,9,67,323
2024-03-04 09:15:00+00:00,10,446,449
2024-03-04 09:30:00+00:00,10,855,566
2024-03-04 09:45:00+00:00,11,898,600
2024-03-04 10:00:00+00:00,12,906,624
2024-03-04 10:15:00+00:00,12,913,644
2024-03-04 10:30:00+00:00,12,918,661
2024-03-04 10:45:00+00:00,12,921,674
2024-03-04 11:00:00+00:00,12,921,683
2024-03-04 11:15:00+00:00,12,921,689
2024-03-04 11:30:00+00:00,12,798,660
2024-03-04 11:45:00+00:00,12,661,623
2024-03-04 12:00:00+00:00,12,654,617
2024-03-04 12:15:00+00:00,12,627,602
2024-03-04 12:30:00+00:00,12,190,459
2024-03-04 12:45:00+00:00,12,8,325
2024-03-04 13:00:00+00:00,12,0,243
2024-03-04 13:15:00+00:00,12,0,218
2024-03-04 13:30:00+00:00,12,0,186
2024-03-04 13:45:00+00:00,12,0,185
2024-03-04 14:00:00+00:00,12,0,187
2024-03-04 14:15:00+00:00,12,0,232
2024-03-04 14:30:00+00:00,12,118,295
2024-03-04 14:45:00+00:00,12,347,319
2024-03-04 15:00:00+00:00,12,163,253
2024-03-04 15:15:00+00:00,11,39,198
2024-03-04 15:30:00+00:00,11,0,147
2024-03-04 15:45:00+00:00,11,0,115
2024-03-04 16:00:00+00:00,10,0,101
2024-03-04 16:15:00+00:00,10,67,90
2024-03-04 16:30:00+00:00,10,13,57
2024-03-04 16:45:00+00:00,10,8,24
2024-03-04 17:00:00+00:00,10,0,2
2024-03-04 17:15:00+00:00,10,0,0
2024-03-04 17:30:00+00:00,10,0,0
2024-03-04 17:45:00+00:00,10,0,0
2024-03-04 18:00:00+00:00,9,0,0
2024-03-04 18:15:00+00:00,9,0,0
2024-03-04 18:30:00+00:00,9,0,0
2024-03-04 18:45:00+00:00,9,0,0
2024-03-04 19:00:00+00:00,9,0,0
2024-03-04 19:15:00+00:00,9,0,0
2024-03-04 19:30:00+00:00,8,0,0
2024-03-04 19:45:00+00:00,8,0,0
2024-03-04 20:00:00+00:00,8,0,0
2024-03-04 20:15:00+00:00,8,0,0
2024-03-04 20:30:00+00:00,8,0,0
2024-03-04 20:45:00+00:00,8,0,0
2024-03-04 21:00:00+00:00,8,0,0
2024-03-04 21:15:00+00:00,8,0,0
2024-03-04 21:30:00+00:00,8,0,0
2024-03-04 21:45:00+00:00,8,0,0
2024-03-04 22:00:00+00:00,8,0,0
2024-03-04 22:15:00+00:00,8,0,0
2024-03-04 22:30:00+00:00,8,0,0
2024-03-04 22:45:00+00:00,9,0,0
2024-03-04 23:00:00+00:00,9,0,0
2024-03-04 23:15:00+00:00,9,0,0
2024-03-04 23:30:00+00:00,8,0,0
2024-03-04 23:45:00+00:00,8,0,0
2024-03-05 00:00:00+00:00,8,0,0
2024-03-05 00:15:00+00:00,8,0,0
2024-03-05 00:30:00+00:00,8,0,0
2024-03-05 00:45:00+00:00,8,0,0
2024-03-05 01:00:00+00:00,8,0,0
2024-03-05 01:15:00+00:00,8,0,0
2024-03-05 01:30:00+00:00,8,0,0
2024-03-05 01:45:00+00:00,8,0,0
2024-03-05 02:00:00+00:00,8,0,0
2024-03-05 02:15:00+00:00,8,0,0
2024-03-05 02:30:00+00:00,8,0,0
2024-03-05 02:45:00+00:00,8,0,0
2024-03-05 03:00:00+00:00,8,0,0
2024-03-05 03:15:00+00:00,8,0,0
2024-03-05 03:30:00+00:00,8,0,0
2024-03-05 03:45:00+00:00,8,0,0
2024-03-05 04:00:00+00:00,8,0,0
2024-03-05 04:15:00+00:00,8,0,0
2024-03-05 04:30:00+00:00,8,0,0
2024-03-05 04:45:00+00:00,8,0,0
2024-03-05 05:00:00+00:00,8,0,0
2024-03-05 05:15:00+00:00,8,0,0
2024-03-05 05:30:00+00:00,8,0,0
2024-03-05 05:45:00+00:00,9,0,0
2024-03-05 06:00:00+00:00,9,0,7
2024-03-05 06:15:00+00:00,9,35,30
2024-03-05 06:30:00+00:00,9,172,65
2024-03-05 06:45:00+00:00,9,51,87
2024-03-05 07:00:00+00:00,9,237,136
2024-03-05 07:15:00+00:00,9,369,186
2024-03-05 07:30:00+00:00,10,479,237
2024-03-05 07:45:00+00:00,10,528,282
2024-03-05 08:00:00+00:00,11,571,326
2024-03-05 08:15:00+00:00,11,607,369
2024-03-05 08:30:00+00:00,11,637,410
2024-03-05 08:45:00+00:00,12,672,450
2024-03-05 09:00:00+00:00,12,710,489
2024-03-05 09:15:00+00:00,13,744,525
2024-03-05 09:30:00+00:00,13,774,558
2024-03-05 09:45:00+00:00,14,794,587
2024-03-05 10:00:00+00:00,15,804,610
2024-03-05 10:15:00+00:00,15,812,631
2024-03-05 10:30:00+00:00,15,818,647
2024-03-05 10:45:00+00:00,15,823,661
2024-03-05 11:00:00+00:00,16,827,670
2024-03-05 11:15:00+00:00,16,829,676
2024-03-05 11:30:00+00:00,16,830,678
2024-03-05 11:45:00+00:00,16,827,675
2024-03-05 12:00:00+00:00,16,821,669
2024-03-05 12:15:00+00:00,16,813,659
2024-03-05 12:30:00+00:00,16,804,645
2024-03-05 12:45:00+00:00,16,794,627
2024-03-05 13:00:00+00:00,16,784,607
2024-03-05 13:15:00+00:00,15,771,582
2024-03-05 13:30:00+00:00,15,756,555
2024-03-05 13:45:00+00:00,15,739,524
2024-03-05 14:00:00+00:00,15,721,491
2024-03-05 14:15:00+00:00,15,700,455
2024-03-05 14:30:00+00:00,15,676,417
2024-03-05 14:45:00+00:00,15,648,376
2024-03-05 15:00:00+00:00,15,557,325
2024-03-05 15:15:00+00:00,14,165,227
2024-03-05 15:30:00+00:00,14,28,173
2024-03-05 15:45:00+00:00,14,53,144
2024-03-05 16:00:00+00:00,14,81,118
2024-03-05 16:15:00+00:00,14,40,88
2024-03-05 16:30:00+00:00,14,32,58
2024-03-05 16:45:00+00:00,14,0,26
2024-03-05 17:00:00+00:00,14,0,7
2024-03-05 17:15:00+00:00,14,0,0
2024-03-05 17:30:00+00:00,13,0,0
2024-03-05 17:45:00+00:00,11,0,0
2024-03-05 18:00:00+00:00,10,0,0
2024-03-05 18:15:00+00:00,9,0,0
2024-03-05 18:30:00+00:00,9,0,0
2024-03-05 18:45:00+00:00,10,0,0
2024-03-05 19:00:00+00:00,10,0,0
2024-03-05 19:15:00+00:00,10,0,0
2024-03-05 19:30:00+00:00,10,0,0
2024-03-05 19:45:00+00:00,9,0,0
2024-03-05 20:00:00+00:00,9,0,0
2024-03-05 20:15:00+00:00,9,0,0
2024-03-05 20:30:00+00:00,9,0,0
2024-03-05 20:45:00+00:00,9,0,0
2024-03-05 21:00:00+00:00,9,0,0
2024-03-05 21:15:00+00:00,9,0,0
2024-03-05 21:30:00+00:00,9,0,0
2024-03-05 21:45:00+00:00,9,0,0
2024-03-05 22:00:00+00:00,9,0,0
2024-03-05 22:15:00+00:00,8,0,0
2024-03-05 22:30:00+00:00,8,0,0
2024-03-05 22:45:00+00:00,8,0,0
2024-03-05 23:00:00+00:00,8,0,0
2024-03-05 23:15:00+00:00,9,0,0
2024-03-05 23:30:00+00:00,9,0,0
2024-03-05 23:45:00+00:00,9,0,0
2024-03-06 00:00:00+00:00,9,0,0
2024-03-06 00:15:00+00:00,9,0,0
2024-03-06 00:30:00+00:00,9,0,0
2024-03-06 00:45:00+00:00,9,0,0
2024-03-06 01:00:00+00:00,9,0,0
2024-03-06 01:15:00+00:00,9,0,0
2024-03-06 01:30:00+00:00,9,0,0
2024-03-06 01:45:00+00:00,8,0,0
2024-03-06 02:00:00+00:00,8,0,0
2024-03-06 02:15:00+00:00,8,0,0
2024-03-06 02:30:00+00:00,8,0,0
2024-03-06 02:45:00+00:00,8,0,0
2024-03-06 03:00:00+00:00,8,0,0
2024-03-06 03:15:00+00:00,8,0,0
2024-03-06 03:30:00+00:00,8,0,0
2024-03-06 03:45:00+00:00,8,0,0
2024-03-06 04:00:00+00:00,8,0,0
2024-03-06 04:15:00+00:00,8,0,0
2024-03-06 04:30:00+00:00,9,0,0
2024-03-06 04:45:00+00:00,9,0,0
2024-03-06 05:00:00+00:00,9,0,0
2024-03-06 05:15:00+00:00,9,0,0
2024-03-06 05:30:00+00:00,8,0,0
2024-03-06 05:45:00+00:00,8,0,0
2024-03-06 06:00:00+00:00,8,0,10
2024-03-06 06:15:00+00:00,8,0,28
2024-03-06 06:30:00+00:00,8,0,46
2024-03-06 06:45:00+00:00,9,211,107
2024-03-06 07:00:00+00:00,9,507,169
2024-03-06 07:15:00+00:00,9,632,222
2024-03-06 07:30:00+00:00,10,638,263
2024-03-06 07:45:00+00:00,11,555,292
2024-03-06 08:00:00+00:00,11,492,317
2024-03-06 08:15:00+00:00,12,699,390
2024-03-06 08:30:00+00:00,12,797,443
2024-03-06 08:45:00+00:00,12,817,482
2024-03-06 09:00:00+00:00,13,835,519
2024-03-06 09:15:00+00:00,13,669,511
2024-03-06 09:30:00+00:00,13,26,284
2024-03-06 09:45:00+00:00,13,860,608
2024-03-06 10:00:00+00:00,13,881,635
2024-03-06 10:15:00+00:00,13,888,655
2024-03-06 10:30:00+00:00,13,895,673
2024-03-06 10:45:00+00:00,13,898,686
2024-03-06 11:00:00+00:00,14,899,696
2024-03-06 11:15:00+00:00,14,895,701
2024-03-06 11:30:00+00:00,14,558,613
2024-03-06 11:45:00+00:00,14,427,573
2024-03-06 12:00:00+00:00,14,629,627
2024-03-06 12:15:00+00:00,14,515,587
2024-03-06 12:30:00+00:00,14,278,506
2024-03-06 12:45:00+00:00,14,245,483
2024-03-06 13:00:00+00:00,14,327,492
2024-03-06 13:15:00+00:00,14,596,549
2024-03-06 13:30:00+00:00,14,762,564
2024-03-06 13:45:00+00:00,14,685,520
2024-03-06 14:00:00+00:00,13,666,488
2024-03-06 14:15:00+00:00,13,628,449
2024-03-06 14:30:00+00:00,13,368,365
2024-03-06 14:45:00+00:00,13,295,320
2024-03-06 15:00:00+00:00,13,504,324
2024-03-06 15:15:00+00:00,13,507,288
2024-03-06 15:30:00+00:00,13,427,239
2024-03-06 15:45:00+00:00,13,324,190
2024-03-06 16:00:00+00:00,12,404,160
2024-03-06 16:15:00+00:00,12,393,122
2024-03-06 16:30:00+00:00,12,291,79
2024-03-06 16:45:00+00:00,12,151,42
2024-03-06 17:00:00+00:00,11,20,13
2024-03-06 17:15:00+00:00,11,0,0
2024-03-06 17:30:00+00:00,10,0,0
2024-03-06 17:45:00+00:00,10,0,0
2024-03-06 18:00:00+00:00,9,0,0
2024-03-06 18:15:00+00:00,9,0,0
2024-03-06 18:30:00+00:00,9,0,0
2024-03-06 18:45:00+00:00,9,0,0
2024-03-06 19:00:00+00:00,9,0,0
2024-03-06 19:15:00+00:00,8,0,0
2024-03-06 19:30:00+00:00,8,0,0
2024-03-06 19:45:00+00:00,8,0,0
2024-03-06 20:00:00+00:00,8,0,0
2024-03-06 20:15:00+00:00,8,0,0
2024-03-06 20:30:00+00:00,8,0,0
2024-03-06 20:45:00+00:00,8,0,0
2024-03-06 21:00:00+00:00,8,0,0
2024-03-06 21:15:00+00:00,7,0,0
2024-03-06 21:30:00+00:00,7,0,0
2024-03-06 21:45:00+00:00,7,0,0
2024-03-06 22:00:00+00:00,7,0,0
2024-03-06 22:15:00+00:00,7,0,0
2024-03-06 22:30:00+00:00,7,0,0
2024-03-06 22:45:00+00:00,7,0,0
2024-03-06 23:00:00+00:00,7,0,0
2024-03-06 23:15:00+00:00,7,0,0
2024-03-06 23:30:00+00:00,7,0,0
2024-03-06 23:45:00+00:00,7,0,0
2024-03-07 00:00:00+00:00,7,0,0
2024-03-07 00:15:00+00:00,7,0,0
2024-03-07 00:30:00+00:00,7,0,0
2024-03-07 00:45:00+00:00,7,0,0
2024-03-07 01:00:00+00:00,7,0,0
2024-03-07 01:15:00+00:00,7,0,0
2024-03-07 01:30:00+00:00,7,0,0
2024-03-07 01:45:00+00:00,6,0,0
2024-03-07 02:00:00+00:00,6,0,0
2024-03-07 02:15:00+00:00,6,0,0
2024-03-07 02:30:00+00:00,6,0,0
2024-03-07 02:45:00+00:00,6,0,0
2024-03-07 03:00:00+00:00,6,0,0
2024-03-07 03:15:00+00:00,5,0,0
2024-03-07 03:30:00+00:00,5,0,0
2024-03-07 03:45:00+00:00,5,0,0
2024-03-07 04:00:00+00:00,5,0,0
2024-03-07 04:15:00+00:00,5,0,0
2024-03-07 04:30:00+00:00,5,0,0
2024-03-07 04:45:00+00:00,5,0,0
2024-03-07 05:00:00+00:00,5,0,0
2024-03-07 05:15:00+00:00,5,0,0
2024-03-07 05:30:00+00:00,5,0,0
2024-03-07 05:45:00+00:00,5,0,0
2024-03-07 06:00:00+00:00,5,60,16
2024-03-07 06:15:00+00:00,5,274,50
2024-03-07 06:30:00+00:00,5,428,91
2024-03-07 06:45:00+00:00,6,525,136
2024-03-07 07:00:00+00:00,6,603,183
2024-03-07 07:15:00+00:00,7,665,231
2024-03-07 07:30:00+00:00,7,716,279
2024-03-07 07:45:00+00:00,8,756,326
