air_temp,dni,ghi,period_end,period
23,0,0,2024-07-01T00:15:00+00:00,PT15M
22,0,0,2024-07-01T00:30:00+00:00,PT15M
22,0,0,2024-07-01T00:45:00+00:00,PT15M
22,0,0,2024-07-01T01:00:00+00:00,PT15M
22,0,0,2024-07-01T01:15:00+00:00,PT15M
22,0,0,2024-07-01T01:30:00+00:00,PT15M
22,0,0,2024-07-01T01:45:00+00:00,PT15M
22,0,0,2024-07-01T02:00:00+00:00,PT15M
22,0,0,2024-07-01T02:15:00+00:00,PT15M
22,0,0,2024-07-01T02:30:00+00:00,PT15M
22,0,0,2024-07-01T02:45:00+00:00,PT15M
21,0,0,2024-07-01T03:00:00+00:00,PT15M
21,0,0,2024-07-01T03:15:00+00:00,PT15M
21,0,0,2024-07-01T03:30:00+00:00,PT15M
21,0,0,2024-07-01T03:45:00+00:00,PT15M
21,0,8,2024-07-01T04:00:00+00:00,PT15M
21,0,21,2024-07-01T04:15:00+00:00,PT15M
21,0,43,2024-07-01T04:30:00+00:00,PT15M
21,74,71,2024-07-01T04:45:00+00:00,PT15M
22,209,109,2024-07-01T05:00:00+00:00,PT15M
22,234,141,2024-07-01T05:15:00+00:00,PT15M
22,304,180,2024-07-01T05:30:00+00:00,PT15M
23,317,215,2024-07-01T05:45:00+00:00,PT15M
23,345,253,2024-07-01T06:00:00+00:00,PT15M
23,283,275,2024-07-01T06:15:00+00:00,PT15M
24,9,237,2024-07-01T06:30:00+00:00,PT15M
24,348,356,2024-07-01T06:45:00+00:00,PT15M
24,229,351,2024-07-01T07:00:00+00:00,PT15M
25,101,353,2024-07-01T07:15:00+00:00,PT15M
25,286,433,2024-07-01T07:30:00+00:00,PT15M
25,421,503,2024-07-01T07:45:00+00:00,PT15M
25,583,582,2024-07-01T08:00:00+00:00,PT15M
25,482,583,2024-07-01T08:15:00+00:00,PT15M
26,596,646,2024-07-01T08:30:00+00:00,PT15M
26,509,647,2024-07-01T08:45:00+00:00,PT15M
26,625,708,2024-07-01T09:00:00+00:00,PT15M
26,593,719,2024-07-01T09:15:00+00:00,PT15M
27,629,749,2024-07-01T09:30:00+00:00,PT15M
27,351,664,2024-07-01T09:45:00+00:00,PT15M
27,15,479,2024-07-01T10:00:00+00:00,PT15M
27,0,399,2024-07-01T10:15:00+00:00,PT15M
27,8,507,2024-07-01T10:30:00+00:00,PT15M
27,178,628,2024-07-01T10:45:00+00:00,PT15M
27,390,732,2024-07-01T11:00:00+00:00,PT15M
27,437,755,2024-07-01T11:15:00+00:00,PT15M
27,505,784,2024-07-01T11:30:00+00:00,PT15M
28,476,771,2024-07-01T11:45:00+00:00,PT15M
28,488,773,2024-07-01T12:00:00+00:00,PT15M
28,406,734,2024-07-01T12:15:00+00:00,PT15M
28,165,620,2024-07-01T12:30:00+00:00,PT15M
28,285,666,2024-07-01T12:45:00+00:00,PT15M
28,217,622,2024-07-01T13:00:00+00:00,PT15M
28,31,492,2024-07-01T13:15:00+00:00,PT15M
29,330,620,2024-07-01T13:30:00+00:00,PT15M
29,711,757,2024-07-01T13:45:00+00:00,PT15M
29,587,693,2024-07-01T14:00:00+00:00,PT15M
29,662,691,2024-07-01T14:15:00+00:00,PT15M
29,576,637,2024-07-01T14:30:00+00:00,PT15M
28,0,191,2024-07-01T14:45:00+00:00,PT15M
28,0,74,2024-07-01T15:00:00+00:00,PT15M
28,0,45,2024-07-01T15:15:00+00:00,PT15M
27,0,41,2024-07-01T15:30:00+00:00,PT15M
27,0,38,2024-07-01T15:45:00+00:00,PT15M
26,0,46,2024-07-01T16:00:00+00:00,PT15M
25,0,41,2024-07-01T16:15:00+00:00,PT15M
25,0,77,2024-07-01T16:30:00+00:00,PT15M
24,0,100,2024-07-01T16:45:00+00:00,PT15M
24,0,86,2024-07-01T17:00:00+00:00,PT15M
23,0,119,2024-07-01T17:15:00+00:00,PT15M
23,0,67,2024-07-01T17:30:00+00:00,PT15M
23,0,69,2024-07-01T17:45:00+00:00,PT15M
22,0,66,2024-07-01T18:00:00+00:00,PT15M
22,0,36,2024-07-01T18:15:00+00:00,PT15M
22,0,27,2024-07-01T18:30:00+00:00,PT15M
22,0,21,2024-07-01T18:45:00+00:00,PT15M
22,0,8,2024-07-01T19:00:00+00:00,PT15M
22,0,0,2024-07-01T19:15:00+00:00,PT15M
22,0,0,2024-07-01T19:30:00+00:00,PT15M
21,0,0,2024-07-01T19:45:00+00:00,PT15M
21,0,0,2024-07-01T20:00:00+00:00,PT15M
21,0,0,2024-07-01T20:15:00+00:00,PT15M
21,0,0,2024-07-01T20:30:00+00:00,PT15M
21,0,0,2024-07-01T20:45:00+00:00,PT15M
21,0,0,2024-07-01T21:00:00+00:00,PT15M
20,0,0,2024-07-01T21:15:00+00:00,PT15M
20,0,0,2024-07-01T21:30:00+00:00,PT15M
20,0,0,2024-07-01T21:45:00+00:00,PT15M
20,0,0,2024-07-01T22:00:00+00:00,PT15M
20,0,0,2024-07-01T22:15:00+00:00,PT15M
20,0,0,2024-07-01T22:30:00+00:00,PT15M
19,0,0,2024-07-01T22:45:00+00:00,PT15M
19,0,0,2024-07-01T23:00:00+00:00,PT15M
19,0,0,2024-07-01T23:15:00+00:00,PT15M
19,0,0,2024-07-01T23:30:00+00:00,PT15M
19,0,0,2024-07-01T23:45:00+00:00,PT15M
19,0,0,2024-07-02T00:00:00+00:00,PT15M
19,0,0,2024-07-02T00:15:00+00:00,PT15M
19,0,0,2024-07-02T00:30:00+00:00,PT15M
19,0,0,2024-07-02T00:45:00+00:00,PT15M
19,0,0,2024-07-02T01:00:00+00:00,PT15M
19,0,0,2024-07-02T01:15:00+00:00,PT15M
18,0,0,2024-07-02T01:30:00+00:00,PT15M
18,0,0,2024-07-02T01:45:00+00:00,PT15M
18,0,0,2024-07-02T02:00:00+00:00,PT15M
18,0,0,2024-07-02T02:15:00+00:00,PT15M
18,0,0,2024-07-02T02:30:00+00:00,PT15M
18,0,0,2024-07-02T02:45:00+00:00,PT15M
18,0,0,2024-07-02T03:00:00+00:00,PT15M
18,0,0,2024-07-02T03:15:00+00:00,PT15M
18,0,0,2024-07-02T03:30:00+00:00,PT15M
18,0,0,2024-07-02T03:45:00+00:00,PT15M
18,0,9,2024-07-02T04:00:00+00:00,PT15M
18,0,25,2024-07-02T04:15:00+00:00,PT15M
19,41,47,2024-07-02T04:30:00+00:00,PT15M
