air_temp,dni,ghi,period_end,period
24,0,0,2024-09-01T00:15:00+00:00,PT15M
24,0,0,2024-09-01T00:30:00+00:00,PT15M
23,0,0,2024-09-01T00:45:00+00:00,PT15M
23,0,0,2024-09-01T01:00:00+00:00,PT15M
23,0,0,2024-09-01T01:15:00+00:00,PT15M
23,0,0,2024-09-01T01:30:00+00:00,PT15M
23,0,0,2024-09-01T01:45:00+00:00,PT15M
23,0,0,2024-09-01T02:00:00+00:00,PT15M
23,0,0,2024-09-01T02:15:00+00:00,PT15M
23,0,0,2024-09-01T02:30:00+00:00,PT15M
23,0,0,2024-09-01T02:45:00+00:00,PT15M
23,0,0,2024-09-01T03:00:00+00:00,PT15M
23,0,0,2024-09-01T03:15:00+00:00,PT15M
23,0,0,2024-09-01T03:30:00+00:00,PT15M
23,0,0,2024-09-01T03:45:00+00:00,PT15M
23,0,0,2024-09-01T04:00:00+00:00,PT15M
23,0,0,2024-09-01T04:15:00+00:00,PT15M
23,0,0,2024-09-01T04:30:00+00:00,PT15M
23,0,0,2024-09-01T04:45:00+00:00,PT15M
23,0,9,2024-09-01T05:00:00+00:00,PT15M
23,0,22,2024-09-01T05:15:00+00:00,PT15M
23,0,30,2024-09-01T05:30:00+00:00,PT15M
24,0,67,2024-09-01T05:45:00+00:00,PT15M
24,0,97,2024-09-01T06:00:00+00:00,PT15M
24,0,119,2024-09-01T06:15:00+00:00,PT15M
25,0,141,2024-09-01T06:30:00+00:00,PT15M
25,0,181,2024-09-01T06:45:00+00:00,PT15M
26,7,223,2024-09-01T07:00:00+00:00,PT15M
26,43,262,2024-09-01T07:15:00+00:00,PT15M
27,76,299,2024-09-01T07:30:00+00:00,PT15M
27,356,403,2024-09-01T07:45:00+00:00,PT15M
28,455,460,2024-09-01T08:00:00+00:00,PT15M
29,493,501,2024-09-01T08:15:00+00:00,PT15M
29,675,578,2024-09-01T08:30:00+00:00,PT15M
29,751,628,2024-09-01T08:45:00+00:00,PT15M
30,546,599,2024-09-01T09:00:00+00:00,PT15M
30,117,473,2024-09-01T09:15:00+00:00,PT15M
31,284,557,2024-09-01T09:30:00+00:00,PT15M
31,405,619,2024-09-01T09:45:00+00:00,PT15M
31,484,663,2024-09-01T10:00:00+00:00,PT15M
32,775,771,2024-09-01T10:15:00+00:00,PT15M
32,817,796,2024-09-01T10:30:00+00:00,PT15M
32,821,806,2024-09-01T10:45:00+00:00,PT15M
32,822,812,2024-09-01T11:00:00+00:00,PT15M
32,812,812,2024-09-01T11:15:00+00:00,PT15M
33,790,807,2024-09-01T11:30:00+00:00,PT15M
33,768,797,2024-09-01T11:45:00+00:00,PT15M
33,745,784,2024-09-01T12:00:00+00:00,PT15M
33,731,770,2024-09-01T12:15:00+00:00,PT15M
33,726,755,2024-09-01T12:30:00+00:00,PT15M
33,720,736,2024-09-01T12:45:00+00:00,PT15M
33,712,714,2024-09-01T13:00:00+00:00,PT15M
33,703,689,2024-09-01T13:15:00+00:00,PT15M
33,694,661,2024-09-01T13:30:00+00:00,PT15M
33,682,631,2024-09-01T13:45:00+00:00,PT15M
33,669,597,2024-09-01T14:00:00+00:00,PT15M
33,653,561,2024-09-01T14:15:00+00:00,PT15M
33,634,522,2024-09-01T14:30:00+00:00,PT15M
33,612,481,2024-09-01T14:45:00+00:00,PT15M
32,588,439,2024-09-01T15:00:00+00:00,PT15M
32,559,395,2024-09-01T15:15:00+00:00,PT15M
32,527,349,2024-09-01T15:30:00+00:00,PT15M
32,491,304,2024-09-01T15:45:00+00:00,PT15M
32,448,258,2024-09-01T16:00:00+00:00,PT15M
31,401,212,2024-09-01T16:15:00+00:00,PT15M
31,348,168,2024-09-01T16:30:00+00:00,PT15M
30,286,126,2024-09-01T16:45:00+00:00,PT15M
30,217,87,2024-09-01T17:00:00+00:00,PT15M
30,105,51,2024-09-01T17:15:00+00:00,PT15M
29,0,20,2024-09-01T17:30:00+00:00,PT15M
28,0,3,2024-09-01T17:45:00+00:00,PT15M
28,0,0,2024-09-01T18:00:00+00:00,PT15M
27,0,0,2024-09-01T18:15:00+00:00,PT15M
27,0,0,2024-09-01T18:30:00+00:00,PT15M
27,0,0,2024-09-01T18:45:00+00:00,PT15M
26,0,0,2024-09-01T19:00:00+00:00,PT15M
26,0,0,2024-09-01T19:15:00+00:00,PT15M
26,0,0,2024-09-01T19:30:00+00:00,PT15M
25,0,0,2024-09-01T19:45:00+00:00,PT15M
25,0,0,2024-09-01T20:00:00+00:00,PT15M
25,0,0,2024-09-01T20:15:00+00:00,PT15M
25,0,0,2024-09-01T20:30:00+00:00,PT15M
25,0,0,2024-09-01T20:45:00+00:00,PT15M
25,0,0,2024-09-01T21:00:00+00:00,PT15M
25,0,0,2024-09-01T21:15:00+00:00,PT15M
25,0,0,2024-09-01T21:30:00+00:00,PT15M
25,0,0,2024-09-01T21:45:00+00:00,PT15M
24,0,0,2024-09-01T22:00:00+00:00,PT15M
24,0,0,2024-09-01T22:15:00+00:00,PT15M
24,0,0,2024-09-01T22:30:00+00:00,PT15M
24,0,0,2024-09-01T22:45:00+00:00,PT15M
24,0,0,2024-09-01T23:00:00+00:00,PT15M
24,0,0,2024-09-01T23:15:00+00:00,PT15M
24,0,0,2024-09-01T23:30:00+00:00,PT15M
23,0,0,2024-09-01T23:45:00+00:00,PT15M
23,0,0,2024-09-02T00:00:00+00:00,PT15M
23,0,0,2024-09-02T00:15:00+00:00,PT15M
23,0,0,2024-09-02T00:30:00+00:00,PT15M
22,0,0,2024-09-02T00:45:00+00:00,PT15M
22,0,0,2024-09-02T01:00:00+00:00,PT15M
22,0,0,2024-09-02T01:15:00+00:00,PT15M
22,0,0,2024-09-02T01:30:00+00:00,PT15M
22,0,0,2024-09-02T01:45:00+00:00,PT15M
22,0,0,2024-09-02T02:00:00+00:00,PT15M
22,0,0,2024-09-02T02:15:00+00:00,PT15M
22,0,0,2024-09-02T02:30:00+00:00,PT15M
22,0,0,2024-09-02T02:45:00+00:00,PT15M
22,0,0,2024-09-02T03:00:00+00:00,PT15M
22,0,0,2024-09-02T03:15:00+00:00,PT15M
22,0,0,2024-09-02T03:30:00+00:00,PT15M
22,0,0,2024-09-02T03:45:00+00:00,PT15M
22,0,0,2024-09-02T04:00:00+00:00,PT15M
22,0,0,2024-09-02T04:15:00+00:00,PT15M
22,0,0,2024-09-02T04:30:00+00:00,PT15M
22,0,0,2024-09-02T04:45:00+00:00,PT15M
22,0,4,2024-09-02T05:00:00+00:00,PT15M
22,0,17,2024-09-02T05:15:00+00:00,PT15M
22,0,37,2024-09-02T05:30:00+00:00,PT15M
22,0,31,2024-09-02T05:45:00+00:00,PT15M
23,0,49,2024-09-02T06:00:00+00:00,PT15M
23,0,27,2024-09-02T06:15:00+00:00,PT15M
23,0,65,2024-09-02T06:30:00+00:00,PT15M
23,0,60,2024-09-02T06:45:00+00:00,PT15M
24,0,73,2024-09-02T07:00:00+00:00,PT15M
24,0,125,2024-09-02T07:15:00+00:00,PT15M
25,0,182,2024-09-02T07:30:00+00:00,PT15M
25,0,290,2024-09-02T07:45:00+00:00,PT15M
26,32,338,2024-09-02T08:00:00+00:00,PT15M
27,31,359,2024-09-02T08:15:00+00:00,PT15M
27,65,398,2024-09-02T08:30:00+00:00,PT15M
28,233,482,2024-09-02T08:45:00+00:00,PT15M
28,174,483,2024-09-02T09:00:00+00:00,PT15M
29,175,504,2024-09-02T09:15:00+00:00,PT15M
29,273,559,2024-09-02T09:30:00+00:00,PT15M
30,331,598,2024-09-02T09:45:00+00:00,PT15M
30,14,464,2024-09-02T10:00:00+00:00,PT15M
31,156,556,2024-09-02T10:15:00+00:00,PT15M
31,581,725,2024-09-02T10:30:00+00:00,PT15M
31,513,710,2024-09-02T10:45:00+00:00,PT15M
32,326,646,2024-09-02T11:00:00+00:00,PT15M
32,80,540,2024-09-02T11:15:00+00:00,PT15M
31,0,394,2024-09-02T11:30:00+00:00,PT15M
31,0,445,2024-09-02T11:45:00+00:00,PT15M
31,0,274,2024-09-02T12:00:00+00:00,PT15M
31,0,218,2024-09-02T12:15:00+00:00,PT15M
30,0,174,2024-09-02T12:30:00+00:00,PT15M
30,0,194,2024-09-02T12:45:00+00:00,PT15M
30,0,240,2024-09-02T13:00:00+00:00,PT15M
30,0,312,2024-09-02T13:15:00+00:00,PT15M
31,0,376,2024-09-02T13:30:00+00:00,PT15M
31,0,357,2024-09-02T13:45:00+00:00,PT15M
31,0,313,2024-09-02T14:00:00+00:00,PT15M
31,0,281,2024-09-02T14:15:00+00:00,PT15M
31,0,241,2024-09-02T14:30:00+00:00,PT15M
31,0,218,2024-09-02T14:45:00+00:00,PT15M
30,0,194,2024-09-02T15:00:00+00:00,PT15M
