air_temp,dni,ghi,period_end,period
13,0,0,2024-04-01T00:15:00+00:00,PT15M
13,0,0,2024-04-01T00:30:00+00:00,PT15M
14,0,0,2024-04-01T00:45:00+00:00,PT15M
14,0,0,2024-04-01T01:00:00+00:00,PT15M
14,0,0,2024-04-01T01:15:00+00:00,PT15M
14,0,0,2024-04-01T01:30:00+00:00,PT15M
14,0,0,2024-04-01T01:45:00+00:00,PT15M
14,0,0,2024-04-01T02:00:00+00:00,PT15M
14,0,0,2024-04-01T02:15:00+00:00,PT15M
14,0,0,2024-04-01T02:30:00+00:00,PT15M
14,0,0,2024-04-01T02:45:00+00:00,PT15M
14,0,0,2024-04-01T03:00:00+00:00,PT15M
14,0,0,2024-04-01T03:15:00+00:00,PT15M
14,0,0,2024-04-01T03:30:00+00:00,PT15M
14,0,0,2024-04-01T03:45:00+00:00,PT15M
13,0,0,2024-04-01T04:00:00+00:00,PT15M
13,0,0,2024-04-01T04:15:00+00:00,PT15M
13,0,0,2024-04-01T04:30:00+00:00,PT15M
14,0,0,2024-04-01T04:45:00+00:00,PT15M
14,0,0,2024-04-01T05:00:00+00:00,PT15M
14,0,1,2024-04-01T05:15:00+00:00,PT15M
14,0,7,2024-04-01T05:30:00+00:00,PT15M
14,0,2,2024-04-01T05:45:00+00:00,PT15M
14,0,11,2024-04-01T06:00:00+00:00,PT15M
14,0,13,2024-04-01T06:15:00+00:00,PT15M
14,0,9,2024-04-01T06:30:00+00:00,PT15M
14,0,11,2024-04-01T06:45:00+00:00,PT15M
14,0,15,2024-04-01T07:00:00+00:00,PT15M
14,0,18,2024-04-01T07:15:00+00:00,PT15M
14,0,21,2024-04-01T07:30:00+00:00,PT15M
14,0,28,2024-04-01T07:45:00+00:00,PT15M
14,0,37,2024-04-01T08:00:00+00:00,PT15M
14,0,51,2024-04-01T08:15:00+00:00,PT15M
14,0,49,2024-04-01T08:30:00+00:00,PT15M
14,0,70,2024-04-01T08:45:00+00:00,PT15M
14,0,112,2024-04-01T09:00:00+00:00,PT15M
15,0,247,2024-04-01T09:15:00+00:00,PT15M
15,0,176,2024-04-01T09:30:00+00:00,PT15M
15,0,213,2024-04-01T09:45:00+00:00,PT15M
16,0,342,2024-04-01T10:00:00+00:00,PT15M
16,0,288,2024-04-01T10:15:00+00:00,PT15M
16,0,284,2024-04-01T10:30:00+00:00,PT15M
16,0,320,2024-04-01T10:45:00+00:00,PT15M
17,0,369,2024-04-01T11:00:00+00:00,PT15M
17,56,477,2024-04-01T11:15:00+00:00,PT15M
17,82,501,2024-04-01T11:30:00+00:00,PT15M
17,0,324,2024-04-01T11:45:00+00:00,PT15M
17,0,215,2024-04-01T12:00:00+00:00,PT15M
17,0,247,2024-04-01T12:15:00+00:00,PT15M
17,0,355,2024-04-01T12:30:00+00:00,PT15M
17,149,508,2024-04-01T12:45:00+00:00,PT15M
17,0,375,2024-04-01T13:00:00+00:00,PT15M
17,0,326,2024-04-01T13:15:00+00:00,PT15M
17,0,330,2024-04-01T13:30:00+00:00,PT15M
17,0,325,2024-04-01T13:45:00+00:00,PT15M
17,310,455,2024-04-01T14:00:00+00:00,PT15M
17,369,471,2024-04-01T14:15:00+00:00,PT15M
17,646,509,2024-04-01T14:30:00+00:00,PT15M
17,721,490,2024-04-01T14:45:00+00:00,PT15M
17,755,460,2024-04-01T15:00:00+00:00,PT15M
17,649,403,2024-04-01T15:15:00+00:00,PT15M
17,149,263,2024-04-01T15:30:00+00:00,PT15M
17,543,308,2024-04-01T15:45:00+00:00,PT15M
17,621,280,2024-04-01T16:00:00+00:00,PT15M
17,570,233,2024-04-01T16:15:00+00:00,PT15M
17,509,187,2024-04-01T16:30:00+00:00,PT15M
16,396,138,2024-04-01T16:45:00+00:00,PT15M
16,205,89,2024-04-01T17:00:00+00:00,PT15M
15,16,44,2024-04-01T17:15:00+00:00,PT15M
14,0,16,2024-04-01T17:30:00+00:00,PT15M
14,0,2,2024-04-01T17:45:00+00:00,PT15M
13,0,0,2024-04-01T18:00:00+00:00,PT15M
12,0,0,2024-04-01T18:15:00+00:00,PT15M
12,0,0,2024-04-01T18:30:00+00:00,PT15M
12,0,0,2024-04-01T18:45:00+00:00,PT15M
12,0,0,2024-04-01T19:00:00+00:00,PT15M
12,0,0,2024-04-01T19:15:00+00:00,PT15M
