timestamp,air_temp,dni,ghi
2024-03-01 00:15:00+00:00,11,0,0
2024-03-01 00:30:00+00:00,11,0,0
2024-03-01 00:45:00+00:00,11,0,0
2024-03-01 01:00:00+00:00,11,0,0
2024-03-01 01:15:00+00:00,11,0,0
2024-03-01 01:30:00+00:00,11,0,0
2024-03-01 01:45:00+00:00,11,0,0
2024-03-01 02:00:00+00:00,11,0,0
2024-03-01 02:15:00+00:00,11,0,0
2024-03-01 02:30:00+00:00,11,0,0
2024-03-01 02:45:00+00:00,11,0,0
2024-03-01 03:00:00+00:00,11,0,0
2024-03-01 03:15:00+00:00,11,0,0
2024-03-01 03:30:00+00:00,11,0,0
2024-03-01 03:45:00+00:00,11,0,0
2024-03-01 04:00:00+00:00,11,0,0
2024-03-01 04:15:00+00:00,11,0,0
2024-03-01 04:30:00+00:00,11,0,0
2024-03-01 04:45:00+00:00,11,0,0
2024-03-01 05:00:00+00:00,11,0,0
2024-03-01 05:15:00+00:00,11,0,0
2024-03-01 05:30:00+00:00,11,0,0
2024-03-01 05:45:00+00:00,11,0,0
2024-03-01 06:00:00+00:00,11,0,0
2024-03-01 06:15:00+00:00,11,0,0
2024-03-01 06:30:00+00:00,11,0,1
2024-03-01 06:45:00+00:00,11,0,4
2024-03-01 07:00:00+00:00,11,0,7
2024-03-01 07:15:00+00:00,11,0,10
2024-03-01 07:30:00+00:00,11,0,15
2024-03-01 07:45:00+00:00,11,0,17
2024-03-01 08:00:00+00:00,11,0,16
2024-03-01 08:15:00+00:00,11,0,29
2024-03-01 08:30:00+00:00,11,0,40
2024-03-01 08:45:00+00:00,11,0,47
2024-03-01 09:00:00+00:00,11,0,55
2024-03-01 09:15:00+00:00,11,0,63
2024-03-01 09:30:00+00:00,11,0,79
2024-03-01 09:45:00+00:00,11,0,82
2024-03-01 10:00:00+00:00,11,0,74
2024-03-01 10:15:00+00:00,11,0,69
2024-03-01 10:30:00+00:00,11,0,69
2024-03-01 10:45:00+00:00,11,0,78
2024-03-01 11:00:00+00:00,12,0,87
2024-03-01 11:15:00+00:00,12,0,94
2024-03-01 11:30:00+00:00,12,0,100
2024-03-01 11:45:00+00:00,12,0,113
2024-03-01 12:00:00+00:00,12,0,126
2024-03-01 12:15:00+00:00,12,0,131
2024-03-01 12:30:00+00:00,12,0,132
2024-03-01 12:45:00+00:00,12,0,133
2024-03-01 13:00:00+00:00,12,0,139
2024-03-01 13:15:00+00:00,12,0,130
2024-03-01 13:30:00+00:00,12,0,109
2024-03-01 13:45:00+00:00,12,0,104
2024-03-01 14:00:00+00:00,12,0,108
2024-03-01 14:15:00+00:00,12,0,109
2024-03-01 14:30:00+00:00,12,0,111
2024-03-01 14:45:00+00:00,12,0,99
2024-03-01 15:00:00+00:00,12,0,95
2024-03-01 15:15:00+00:00,12,0,79
2024-03-01 15:30:00+00:00,12,0,61
2024-03-01 15:45:00+00:00,12,0,50
2024-03-01 16:00:00+00:00,12,0,56
2024-03-01 16:15:00+00:00,12,0,38
2024-03-01 16:30:00+00:00,12,0,24
2024-03-01 16:45:00+00:00,12,0,11
2024-03-01 17:00:00+00:00,12,0,2
2024-03-01 17:15:00+00:00,12,0,0
2024-03-01 17:30:00+00:00,11,0,0
2024-03-01 17:45:00+00:00,11,0,0
2024-03-01 18:00:00+00:00,11,0,0
2024-03-01 18:15:00+00:00,11,0,0
2024-03-01 18:30:00+00:00,11,0,0
2024-03-01 18:45:00+00:00,11,0,0
2024-03-01 19:00:00+00:00,11,0,0
2024-03-01 19:15:00+00:00,11,0,0
2024-03-01 19:30:00+00:00,11,0,0
2024-03-01 19:45:00+00:00,11,0,0
2024-03-01 20:00:00+00:00,11,0,0
2024-03-01 20:15:00+00:00,11,0,0
2024-03-01 20:30:00+00:00,11,0,0
2024-03-01 20:45:00+00:00,11,0,0
2024-03-01 21:00:00+00:00,11,0,0
2024-03-01 21:15:00+00:00,11,0,0
2024-03-01 21:30:00+00:00,11,0,0
2024-03-01 21:45:00+00:00,11,0,0
2024-03-01 22:00:00+00:00,11,0,0
2024-03-01 22:15:00+00:00,11,0,0
2024-03-01 22:30:00+00:00,11,0,0
2024-03-01 22:45:00+00:00,11,0,0
2024-03-01 23:00:00+00:00,11,0,0
2024-03-01 23:15:00+00:00,11,0,0
2024-03-01 23:30:00+00:00,11,0,0
2024-03-01 23:45:00+00:00,11,0,0
2024-03-02 00:00:00+00:00,11,0,0
2024-03-02 00:15:00+00:00,11,0,0
2024-03-02 00:30:00+00:00,10,0,0
2024-03-02 00:45:00+00:00,10,0,0
2024-03-02 01:00:00+00:00,10,0,0
2024-03-02 01:15:00+00:00,10,0,0
2024-03-02 01:30:00+00:00,10,0,0
2024-03-02 01:45:00+00:00,10,0,0
2024-03-02 02:00:00+00:00,10,0,0
2024-03-02 02:15:00+00:00,10,0,0
2024-03-02 02:30:00+00:00,10,0,0
2024-03-02 02:45:00+00:00,10,0,0
2024-03-02 03:00:00+00:00,10,0,0
2024-03-02 03:15:00+00:00,10,0,0
2024-03-02 03:30:00+00:00,10,0,0
2024-03-02 03:45:00+00:00,10,0,0
2024-03-02 04:00:00+00:00,10,0,0
2024-03-02 04:15:00+00:00,10,0,0
2024-03-02 04:30:00+00:00,10,0,0
2024-03-02 04:45:00+00:00,10,0,0
2024-03-02 05:00:00+00:00,10,0,0
2024-03-02 05:15:00+00:00,10,0,0
2024-03-02 05:30:00+00:00,10,0,0
2024-03-02 05:45:00+00:00,10,0,0
2024-03-02 06:00:00+00:00,10,0,0
2024-03-02 06:15:00+00:00,10,0,2
2024-03-02 06:30:00+00:00,10,0,6
2024-03-02 06:45:00+00:00,10,0,12
2024-03-02 07:00:00+00:00,10,0,25
2024-03-02 07:15:00+00:00,10,0,37
2024-03-02 07:30:00+00:00,10,0,45
2024-03-02 07:45:00+00:00,10,0,60
2024-03-02 08:00:00+00:00,10,0,73
2024-03-02 08:15:00+00:00,10,0,94
2024-03-02 08:30:00+00:00,10,0,121
2024-03-02 08:45:00+00:00,11,0,126
2024-03-02 09:00:00+00:00,11,0,120
2024-03-02 09:15:00+00:00,11,0,83
2024-03-02 09:30:00+00:00,11,0,72
2024-03-02 09:45:00+00:00,11,0,58
2024-03-02 10:00:00+00:00,11,0,61
2024-03-02 10:15:00+00:00,11,0,71
2024-03-02 10:30:00+00:00,11,0,84
2024-03-02 10:45:00+00:00,11,0,89
2024-03-02 11:00:00+00:00,11,0,82
