air_temp,dni,ghi,period_end,period
17,0,0,2024-10-02T00:15:00+00:00,PT15M
17,0,0,2024-10-02T00:30:00+00:00,PT15M
17,0,0,2024-10-02T00:45:00+00:00,PT15M
17,0,0,2024-10-02T01:00:00+00:00,PT15M
17,0,0,2024-10-02T01:15:00+00:00,PT15M
17,0,0,2024-10-02T01:30:00+00:00,PT15M
17,0,0,2024-10-02T01:45:00+00:00,PT15M
17,0,0,2024-10-02T02:00:00+00:00,PT15M
17,0,0,2024-10-02T02:15:00+00:00,PT15M
17,0,0,2024-10-02T02:30:00+00:00,PT15M
17,0,0,2024-10-02T02:45:00+00:00,PT15M
17,0,0,2024-10-02T03:00:00+00:00,PT15M
17,0,0,2024-10-02T03:15:00+00:00,PT15M
17,0,0,2024-10-02T03:30:00+00:00,PT15M
17,0,0,2024-10-02T03:45:00+00:00,PT15M
17,0,0,2024-10-02T04:00:00+00:00,PT15M
17,0,0,2024-10-02T04:15:00+00:00,PT15M
17,0,0,2024-10-02T04:30:00+00:00,PT15M
17,0,0,2024-10-02T04:45:00+00:00,PT15M
17,0,0,2024-10-02T05:00:00+00:00,PT15M
17,0,0,2024-10-02T05:15:00+00:00,PT15M
17,0,8,2024-10-02T05:30:00+00:00,PT15M
17,0,13,2024-10-02T05:45:00+00:00,PT15M
17,0,22,2024-10-02T06:00:00+00:00,PT15M
17,0,45,2024-10-02T06:15:00+00:00,PT15M
17,0,44,2024-10-02T06:30:00+00:00,PT15M
17,0,50,2024-10-02T06:45:00+00:00,PT15M
18,0,87,2024-10-02T07:00:00+00:00,PT15M
18,0,89,2024-10-02T07:15:00+00:00,PT15M
18,147,246,2024-10-02T07:30:00+00:00,PT15M
19,358,321,2024-10-02T07:45:00+00:00,PT15M
19,298,337,2024-10-02T08:00:00+00:00,PT15M
19,283,361,2024-10-02T08:15:00+00:00,PT15M
20,180,356,2024-10-02T08:30:00+00:00,PT15M
20,0,304,2024-10-02T08:45:00+00:00,PT15M
21,48,345,2024-10-02T09:00:00+00:00,PT15M
21,166,412,2024-10-02T09:15:00+00:00,PT15M
21,87,381,2024-10-02T09:30:00+00:00,PT15M
22,0,321,2024-10-02T09:45:00+00:00,PT15M
22,12,378,2024-10-02T10:00:00+00:00,PT15M
22,137,450,2024-10-02T10:15:00+00:00,PT15M
22,91,434,2024-10-02T10:30:00+00:00,PT15M
22,0,364,2024-10-02T10:45:00+00:00,PT15M
23,8,382,2024-10-02T11:00:00+00:00,PT15M
23,90,443,2024-10-02T11:15:00+00:00,PT15M
23,143,464,2024-10-02T11:30:00+00:00,PT15M
23,152,462,2024-10-02T11:45:00+00:00,PT15M
23,368,531,2024-10-02T12:00:00+00:00,PT15M
23,26,394,2024-10-02T12:15:00+00:00,PT15M
23,0,330,2024-10-02T12:30:00+00:00,PT15M
23,54,386,2024-10-02T12:45:00+00:00,PT15M
23,68,376,2024-10-02T13:00:00+00:00,PT15M
23,108,374,2024-10-02T13:15:00+00:00,PT15M
23,28,305,2024-10-02T13:30:00+00:00,PT15M
23,0,234,2024-10-02T13:45:00+00:00,PT15M
23,0,252,2024-10-02T14:00:00+00:00,PT15M
22,0,207,2024-10-02T14:15:00+00:00,PT15M
22,0,184,2024-10-02T14:30:00+00:00,PT15M
22,114,237,2024-10-02T14:45:00+00:00,PT15M
22,0,170,2024-10-02T15:00:00+00:00,PT15M
22,0,140,2024-10-02T15:15:00+00:00,PT15M
22,0,125,2024-10-02T15:30:00+00:00,PT15M
22,0,98,2024-10-02T15:45:00+00:00,PT15M
22,40,87,2024-10-02T16:00:00+00:00,PT15M
21,26,55,2024-10-02T16:15:00+00:00,PT15M
21,0,18,2024-10-02T16:30:00+00:00,PT15M
21,0,1,2024-10-02T16:45:00+00:00,PT15M
21,0,0,2024-10-02T17:00:00+00:00,PT15M
21,0,0,2024-10-02T17:15:00+00:00,PT15M
21,0,0,2024-10-02T17:30:00+00:00,PT15M
21,0,0,2024-10-02T17:45:00+00:00,PT15M
20,0,0,2024-10-02T18:00:00+00:00,PT15M
20,0,0,2024-10-02T18:15:00+00:00,PT15M
20,0,0,2024-10-02T18:30:00+00:00,PT15M
20,0,0,2024-10-02T18:45:00+00:00,PT15M
20,0,0,2024-10-02T19:00:00+00:00,PT15M
20,0,0,2024-10-02T19:15:00+00:00,PT15M
20,0,0,2024-10-02T19:30:00+00:00,PT15M
20,0,0,2024-10-02T19:45:00+00:00,PT15M
20,0,0,2024-10-02T20:00:00+00:00,PT15M
20,0,0,2024-10-02T20:15:00+00:00,PT15M
20,0,0,2024-10-02T20:30:00+00:00,PT15M
20,0,0,2024-10-02T20:45:00+00:00,PT15M
20,0,0,2024-10-02T21:00:00+00:00,PT15M
20,0,0,2024-10-02T21:15:00+00:00,PT15M
20,0,0,2024-10-02T21:30:00+00:00,PT15M
20,0,0,2024-10-02T21:45:00+00:00,PT15M
20,0,0,2024-10-02T22:00:00+00:00,PT15M
20,0,0,2024-10-02T22:15:00+00:00,PT15M
20,0,0,2024-10-02T22:30:00+00:00,PT15M
20,0,0,2024-10-02T22:45:00+00:00,PT15M
20,0,0,2024-10-02T23:00:00+00:00,PT15M
20,0,0,2024-10-02T23:15:00+00:00,PT15M
20,0,0,2024-10-02T23:30:00+00:00,PT15M
19,0,0,2024-10-02T23:45:00+00:00,PT15M
19,0,0,2024-10-03T00:00:00+00:00,PT15M
19,0,0,2024-10-03T00:15:00+00:00,PT15M
19,0,0,2024-10-03T00:30:00+00:00,PT15M
19,0,0,2024-10-03T00:45:00+00:00,PT15M
19,0,0,2024-10-03T01:00:00+00:00,PT15M
19,0,0,2024-10-03T01:15:00+00:00,PT15M
19,0,0,2024-10-03T01:30:00+00:00,PT15M
19,0,0,2024-10-03T01:45:00+00:00,PT15M
19,0,0,2024-10-03T02:00:00+00:00,PT15M
19,0,0,2024-10-03T02:15:00+00:00,PT15M
