train,validation
0.09699559077888192,0.048215526422219615
0.031565959721491364,0.02115817272680856
0.01582072071262641,0.014257169683419522
0.011120630355696836,0.011869923965561958
0.00948796633346575,0.011116412612387822
0.008927280352378409,0.010858787933275812
0.008678117828320958,0.010710619356749313
0.00854744107328623,0.01069053830689795
0.00846953489148465,0.010631224584011804
0.008417006154003703,0.010587667674934935
0.008366249437572177,0.01059648749374208
0.008348654993268811,0.010517155058637616
0.008302679907218247,0.01051271136938816
0.00827669220680962,0.010528270288237504
0.008253663075630536,0.010474357948017618
0.008231087759259842,0.010569277718397123
0.008199263526500387,0.010523097706027329
0.008174127533831104,0.01054233048732082
0.008165884510653015,0.010511241398663038
0.008156766763659652,0.010524019310694365
0.00812945743495721,0.0105074695200615
0.008120267444240029,0.010462659688311674
0.008095947451175686,0.010599756951532549
0.008072285894806424,0.010501428219001917
0.008071184550094123,0.010454512023854824
0.008055233077318993,0.010425201678160755
0.0080441691380128,0.010451541132559734
0.008036733520618768,0.010463346527623279
0.008021454403489203,0.0104775701072954
0.008027461802860176,0.01043108286380413
0.008009260792904227,0.010566881802376537
0.007999864526784526,0.010447810736617871
0.007986139310914242,0.010375344771004859
0.007973778598333993,0.010364983857254543
0.007963683666705995,0.010509398599554385
0.007969910241273082,0.010458890254431892
0.007974294551737428,0.010395053652159515
0.007934152131933651,0.010551219318239461
0.007924416577192525,0.01044752064626664
0.007905929011967546,0.01039896711951033
0.007928629871457815,0.010389006641205577
0.007914704867376538,0.010365840735002643
0.007917756812847749,0.010417290220391891
0.007914126519543192,0.010394639457531628
0.00789019878267751,0.010457666313630484
0.007909995854363782,0.010402559735147017
0.007873362796046508,0.010391669547451394
0.007875895225247759,0.010335951267431179
0.007850910347334282,0.010398535689871227
0.007872538541410186,0.010419719397933
0.007838404125361118,0.010406021954536084
0.007853688288084092,0.010403755653117384
0.007831414405836495,0.01064653305469879
0.007837818637155665,0.010377527541658353
0.00781019788770797,0.010326994139523734
0.007827363384073366,0.010364399491144078
0.007820947294424617,0.01033356602835868
0.007821815771547084,0.010323882285904671
0.007816719529804533,0.010327967914885708
0.007797406688695049,0.01032585396786176
0.007801442506756567,0.010369732388339582
0.007773827935686101,0.010384635761424545
0.007763604208280494,0.010408576938234979
0.007764258667335895,0.010366059462761595
0.0077814261343965895,0.010437179872367
0.007751194619389619,0.010316826175853964
0.007741605687306492,0.01033560246495264
0.007734648509698357,0.010439989123759525
0.007735961882960787,0.010282710793295078
0.007719096466257588,0.01031266528713916
0.007721736604727046,0.010348048853865336
0.007720169662860429,0.010323381835838691
0.007700087852541826,0.01028747808387769
0.007691711936045639,0.010284663216831783
0.007669700545253243,0.010320290762354575
0.007682291215040281,0.010295777548370617
0.007673379733690066,0.010242979779529074
0.0076448272294671596,0.010284968895748967
0.007663491086526857,0.010242247133560124
0.007630702202950052,0.010194128634230722
0.00764208162986969,0.010216279448719607
0.007642522437531434,0.010235986567013675
0.00762247803278022,0.010274515476166493
0.007620416981764807,0.010389427959342442
0.007630552877644132,0.010170498325134673
0.00762259942189439,0.010253869174491791
0.007596012038976222,0.010147553907396892
0.007585148184844655,0.01019202621786722
0.007600859851119092,0.01012983618281959
0.007583098375227325,0.010214249575732364
0.007581295675603662,0.01014457140783114
0.00756671635816041,0.01016943400637025
0.007591579902727536,0.010152521903537923
0.00756449666303655,0.010196055119325007
0.0075628395585488235,0.010129800720495127
0.007545665944480298,0.010217661284730725
0.007549742943590541,0.01009334378232736
0.007535113586380543,0.010175334439346833
0.007538004728134521,0.010168608882287074
0.007543002089351683,0.010253013277958547
0.0075263844344285345,0.010103080094614554
0.007510745789141891,0.010325690387703833
0.007529845353896301,0.01028373177229826
0.007505805924545951,0.010071869363032636
0.007511177262664957,0.010090400742012121
0.007503052147294947,0.01005743324224438
0.007492817780783701,0.010188647290869128
0.007494471706505753,0.010109530711945678
0.007479775932611909,0.010060180666013843
0.007485338253900409,0.01017187474228974
0.007468321247020748,0.010099101933606323
0.007476770938067379,0.010086534644610115
0.007495734846905365,0.010148115123489074
0.007467033057111109,0.010101357707753778
0.007452669149142004,0.0101365792964186
0.007455077234231783,0.010076746023038314
0.007438502618122823,0.010067577872957503
0.007438641325236036,0.010022255525525128
0.007431476775690646,0.010094360038194628
0.007433898298036374,0.009965483060417077
0.007434560818329989,0.010043319192759338
0.007441817415448765,0.010050749350782661
0.007419943381491267,0.009959964588883199
0.007425502422237824,0.009957810270688719
0.007411198253453358,0.010041968481216048
0.007395038795294965,0.01017530596194168
0.007423482960770409,0.010006159449750114
0.007412857135540309,0.010055155759411199
0.007410436861696625,0.010079449342031564
0.007388207678052925,0.010147689880492786
0.007396118180034403,0.009994774075624133
0.007385313916605658,0.009930676924774335
0.007345076269765724,0.009983550186180287
0.007392008954792947,0.010142826885428457
0.007371115251472164,0.009990584249386475
0.007373401932111623,0.010016469534353487
0.007344979947589025,0.009949587235626365
0.007355787600306961,0.009938812238119897
0.0073494599842115075,0.010103663590381898
0.007353665752609645,0.009945917331303159
0.007397573852554677,0.010012474227031427
0.007339467987429328,0.00995520184126993
0.007350096156999112,0.010051582479805109
0.007346833195860782,0.009888802948851316
0.007350680241249725,0.010034783568698913
0.007322177616461085,0.0099657535264712
0.007305795622398396,0.009974184928328864
0.007326410854692588,0.009897627851127513
0.007328536784594243,0.00990820515878676
0.007319202179557638,0.009916101903876378
0.0073122320108361056,0.009963603573851287
0.007301222787428268,0.00989626823104031
0.007324938139526876,0.009857326654517757
0.007323187408539394,0.010059356700540298
0.007300116019295584,0.010033768684869366
0.0072882849824876935,0.009871808362991683
0.00730650922531697,0.009882036546644355
0.0072913452833723615,0.009944335973289396
0.007311403786925275,0.009911184249046658
0.007306677533291325,0.009940270888840868
0.007283776566319302,0.009908539403806486
0.007303667122297391,0.009934742158899704
0.007292444009088471,0.009961216050821045
0.0072767156821781556,0.009857096055167772
0.007280377001211627,0.010156310651273955
0.007278401169000182,0.009958985200639637
0.007268931320729013,0.009903942129486018
0.007277432070002183,0.009835133284685157
0.007291294126855042,0.009926431019613076
0.007259779240277981,0.009823080651195986
0.007257930799192208,0.009898595877790026
0.007271067820723631,0.010007389654804553
0.0072680171927671415,0.009831256355114636
0.007259684733343785,0.009910598386167771
0.007249753525575433,0.009871852367983333
0.007261545138020894,0.009974848634252945
0.007261089467538331,0.009999640003245856
0.007254505882731187,0.009880280546245299
0.007258838081654317,0.009862221744177597
0.007239485977909076,0.009794421809991556
0.007257277582364971,0.009750069390671948
0.0072777963851294114,0.009891791136137076
0.007250686001846801,0.009947787122135716
0.007230443163345496,0.009923179134992617
0.00725897463682682,0.0098517941133607
0.007242106361325808,0.009769231943036652
0.007236660723044666,0.0098200599147406
0.007218354152972827,0.00977799591575084
0.007214561350152878,0.009853332164874743
0.007234582002692951,0.009893834862547616
0.007219256967735549,0.00997372713339116
0.007247451321266502,0.009858797149111828
0.007221427098513319,0.009842368652157131
0.00722818288458567,0.009858311749883882
0.007216631578459979,0.009963075247859316
0.007220147459901602,0.00987729526657079
0.007216170963463178,0.0100703382132841
0.007211036444781069,0.009836801349939335
0.007219781955525636,0.009823846259331774
0.007212082201525747,0.009795375090713302
0.007188675543126053,0.00975939423577594
0.007224302840681223,0.009805754470151095
0.007226233735881344,0.009835876341510032
0.007197081662775826,0.009822374331720528
0.007207097519122198,0.009842996834777296
0.0072266663631011625,0.00979392617453067
0.007188421955700228,0.009764635935425758
0.007201376791435578,0.009749062664230309
0.007204591461128282,0.009764598549476691
0.007187398162413901,0.009888072553578587
0.007203624926752851,0.009880344228198132
0.007209320995304176,0.00992018427877199
0.007189651552453905,0.009823050677022408
0.00718685201840464,0.009837259660430607
0.00720521833602629,0.009864454251891445
0.0072018499967145795,0.009756477361190178
0.007178639403326872,0.00982272975878524
0.007180799513324693,0.009875292701291897
0.007182594929671216,0.009798915064450176
0.007203125508507702,0.009745744519889177
0.0071854965376505955,0.009890429620143203
0.0071716202844023524,0.009787889308340493
0.007172098833632594,0.009760349501101743
0.007173664835114366,0.00987086026552355
0.0071533834812660775,0.00972369006125345
0.007206210652561468,0.009849653512771641
0.007185607802814352,0.009783828359407684
0.007181359285594683,0.009975688199379615
0.0071783065774985505,0.009762292689022919
0.007208056814834743,0.00977482486494063
0.00716020373075442,0.009788541361645219
0.0071650918971881,0.009755700338809263
0.007177781072461944,0.009819631730871541
0.007157670124155096,0.009920275892086682
0.007171799459433306,0.009932036295400135
0.007155924552387954,0.009746101208119876
0.007158521529354021,0.009755411346088209
0.007169012695517458,0.00975864239236606
0.007156757734057878,0.009734163576337908
0.0071917188703779595,0.009703441295728442
0.007154048218330491,0.009802060695143328
0.007181211818751327,0.009746510208406974
0.0071545966585796926,0.009828432845616979
0.007173876987050795,0.009761027420782262
0.007157453077895466,0.009767759774279381
0.007177536951623366,0.009721797907591931
0.007173072201657126,0.009937202912710962
0.007149153462231918,0.00988632723289941
0.007147602646327215,0.009800651753764777
0.007131658174504643,0.009735701916118463
0.007143844165114273,0.009669532566996557
0.0071520589349211424,0.00982742371325869
0.00714041742713687,0.009733243961818516
0.007171746906629223,0.009737909322471492
0.007137657074162926,0.009825066064617463
0.007163439001079404,0.009769816578011074
0.007141067090856949,0.009719070404701467
0.007135248088422873,0.009811482469861707
0.007129807561262327,0.009751530009366217
0.007122537597991571,0.009762136936409488
0.007137163514327146,0.009706723991604079
0.007120284603903081,0.009733217984570988
0.007125989803040545,0.009762356856039591
0.007140461046633472,0.009772967829901193
0.007119463337027652,0.009741522881778934
0.007134708660950293,0.009878848435445911
0.0071380425392354495,0.010037265546132056
0.007134975813898051,0.009782955011663338
0.007113504811876013,0.0097596019539716
0.007107402709686381,0.009720893349454161
0.007104742880994287,0.009896367014984466
0.007132576973718441,0.009775591820167998
0.007121719696704008,0.009763682394155435
0.007118604728020728,0.009808919608726032
0.007149096700351708,0.00969015136416558
0.007115347437772476,0.009818732694146178
0.007107381956389698,0.009926956629247538
0.00710595304545149,0.009886337150376113
0.00712765528106627,0.009808000301875706
0.007104259781110028,0.009783979677151711
0.007102415987574858,0.00979243564264228
0.007109260337126113,0.009740819622363363
0.007092595350660919,0.009980311240291312
0.007137992010106093,0.009713857761761617
0.007102694240409858,0.009712449602028798
0.007103719510149188,0.009762841548460225
0.007096667829092347,0.009753346376653229
0.007133132765560361,0.009756370148222362
0.007110411233636746,0.009777537968364499
0.007083708369507716,0.00967178299712638
0.007107072001640981,0.009806887917442336
0.007108912536244237,0.009781303566082247
0.007096867298032576,0.009708844829306361
0.007105483279652715,0.009852918225251847
0.007096474450695033,0.009845974905017232
0.007093042267687217,0.009700935949305338
0.007103170837069343,0.009711070535039263
0.007095320486257266,0.009681081881613604
0.007085172360495268,0.009884582510927603
0.007069207230878402,0.009880223544314504
